participantId,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
16.0,6369.225844202635,14593.760693668755,22811.93397040402,31173.18952728444,39589.536221621325,48115.4589161945,56561.790751989975,64952.29674705385,73391.1314020708,81833.16627030773,90325.65701380312,98289.67066922852,106338.59025164603,114653.37206572098,121786.7909384171
17.0,10049.953988288762,26037.527085999223,42302.990847136505,58314.53679775167,74485.22987576884,90995.34000531735,107196.31748156987,123178.2793828391,139332.7902959581,155560.1130867293,172033.91453537694,187741.23390457447,203218.6128156275,219580.33204119751,233701.7636338157
18.0,10385.632732734177,26178.738479640662,41928.756187383085,57744.65774241153,73784.99412495967,90222.18416106986,106456.0661660064,122533.93947524088,138672.69621602225,154817.88161479737,171244.38828556577,186968.4384795793,202678.968224447,218705.40397860252,232783.33218904384
19.0,5260.990066086062,12524.845462582534,19978.634227433064,27454.721552199677,34847.23652151666,42441.56794979325,49948.4376053854,57273.46980515176,64517.04271834031,71967.39130682092,79474.13625041438,86736.8055158138,94027.06247448165,101527.4423035641,107903.91103323578
20.0,3760.3323510633154,8098.9610426982035,12538.00120572966,17019.94451972795,21506.870208718632,26030.81664840349,30541.89238915704,35056.96302903945,39437.41389649538,43788.38815118174,48380.903044634775,52689.13019272975,56932.82649744286,61377.11727476203,65120.131745187806
21.0,618.9950070055129,525.577017486202,1253.894368072274,2003.915630577895,2709.094686669256,3349.021879102921,3841.892035143223,4344.3846048851365,5095.176578375021,5696.367133672809,6163.359717929709,6757.059866781172,7294.542726659374,7953.786546642877,8531.77043819856
22.0,1326.2273039968832,2363.106438857654,3686.472298568667,5134.284372591352,6572.060287642598,7961.612322615144,9392.802427394789,10845.493082383302,12240.320645389009,13732.29298274554,15231.155116940476,16599.80001353684,17950.12752914922,19384.46905122082,20579.64836586528
23.0,2704.3173858574683,6152.842099830309,9568.452690072034,12983.061901673464,16422.983693381837,19940.771137269312,23349.49986388644,26752.759243622066,30176.93758602263,33546.47363687197,37010.59565714129,40275.46326529486,43617.18041471549,47020.93937387524,49989.243500224016
24.0,5367.784612503536,11924.957528778586,18591.155325902146,25267.97122563946,31938.830343209047,38759.43491133444,45516.81189894284,52182.616879639325,58759.58579107907,65372.75007654138,72018.23102602197,78424.20877013473,84878.62529251307,91593.3944481514,97377.42911571468
25.0,3731.310681133602,8053.70364785891,12388.012073671536,16742.586265240287,21123.265943680726,25586.84289494065,29987.387169736416,34424.76937287833,38866.11424534666,43227.862358473125,47689.54438969409,51815.47084248051,56128.379021492816,60614.99213422667,64469.79334105904
26.0,3165.2661132203143,6632.573795100596,10378.832060586306,14378.022128256587,18203.17362065352,22016.786336634985,25944.131063217093,29821.432478149178,33694.40326444617,37327.11370734986,41037.856655710326,44840.5681552412,48645.53543693328,52511.88005466276,55894.97374749896
27.0,3710.873122318068,8277.352204412637,13057.250878651874,17963.5584325704,22871.188309664427,27747.056100499536,32586.059329552583,37486.372613538646,42276.32752982383,47104.49988900647,51889.53690789587,56347.00183467212,60862.49179545966,65611.18835149237,69630.36628224354
28.0,8227.265010511937,19908.600202243,32037.811792560835,44177.445801542905,56220.9896347497,68535.26487478247,80410.5043259936,92218.77133105516,104121.79617017592,115954.59095968712,127787.88754193962,139249.54825911732,150767.51205394717,163000.9399841592,173465.04681793082
29.0,2560.817815147908,5742.615964810305,9049.071026601778,12303.718543224184,15499.734515512911,18722.752746282556,21922.038307024173,25162.5127151394,28386.755279089037,31584.77973034686,34814.528161245566,37869.25795028494,40996.04934958333,44182.76253228203,46887.60487526949
30.0,464.2266316150438,646.4348911763198,799.0031022788158,979.1286398724372,1201.896968566261,1556.7571280845705,1696.6677251370866,1875.5236869198532,1983.9981178982775,1977.074489035405,2093.414231668848,2365.6911591361536,2589.44195190096,2917.543784284449,3168.8664659228766
31.0,10071.359749921836,23336.519767233476,36540.15080702866,49631.99731815177,62940.782502915405,76566.39515124257,89968.59481340498,103299.19047989893,116647.13694107295,130056.7557151591,143616.66971055907,156585.74261753386,169490.63209610578,182871.2068247237,194403.3013947127
32.0,3610.9849536503657,8168.55983088652,12817.619982719714,17513.249333969976,22196.344745871767,26899.380423968585,31493.43325999549,36374.745036388165,41217.967595564136,46052.54413488516,50971.12063430595,55692.42338205847,60353.62323239092,65129.594220261606,69311.232426006
33.0,7559.707476730251,18282.34397234712,29030.929340825624,39893.84590379348,50649.22286920006,61431.94716286396,72246.12962043495,83012.83751359767,93820.28372566034,104627.322657218,115360.48652674438,125699.71889610596,136138.18533627625,146951.64898522096,156265.21327760367
34.0,1193.113625601102,3135.8748424181827,5370.548808648661,7538.029130232313,9627.41983885271,11779.350663342751,13886.123537275738,15957.129687440673,18034.234291160858,20039.243808504867,22121.987971634542,23970.13703271423,26024.914014516205,28145.15688629504,29732.80006421129
35.0,881.5947726602667,908.3145979835872,1244.8909362334082,1625.966932862389,1942.002679741468,2239.6145449843466,2603.1053780958814,2745.00603394311,3028.431226013227,3568.391601272699,3867.53092479332,4175.062906186587,4603.587577643018,4846.315881134252,4992.46332023667
36.0,8881.463410418535,22059.67432103501,35222.07271684618,48360.261274394645,61594.281338205874,75008.72414462309,88267.37608075612,101463.31629388676,114602.85690488068,127772.30517572643,141151.66098193417,154007.58291564372,166823.5414172345,180089.07009417983,191559.1936230399
37.0,3548.6818983672238,7883.084293046218,11976.27020661585,16517.170277763555,21125.574435793995,25852.10052702859,30522.313914636,35229.49132039935,39874.03122430501,44423.340069481616,49074.93487741673,53569.89280315215,57955.4164078337,62574.78978105422,66418.08314358213
38.0,2840.855127576556,6383.98421249372,9827.419548472744,13173.887190639482,16770.089678782428,20518.70441653501,24219.336898827703,27694.333820562457,31428.71679366545,35182.24996509482,38831.23448834872,42322.44604235594,45757.69201462479,49269.11195287159,52023.96411080499
39.0,2663.647482177713,4611.313630078872,6863.481793101318,9091.35299179064,11340.282165958151,13585.579411358856,15683.036785163997,17846.80041257796,20057.401260228373,22282.850846528327,24540.67557335209,26714.3774708615,28866.243215376915,31006.55238039756,32773.296226158214
40.0,561.7624625213725,337.5785578108847,913.038960728362,1518.7754484281609,2086.6058680126957,2719.9701343295656,3286.5793653132555,3909.240695826549,4585.417081362967,5226.089913575532,5818.050328875452,6390.772825456808,6933.060315634537,7508.591546800272,7947.0334438004975
41.0,1048.7413893278008,1220.0002920546108,1550.027152009666,1859.2288792026816,2207.3891710012995,2658.402620130656,3124.7217958339797,3525.9532803816687,3939.275110657105,4411.629399243655,4902.108052217392,5349.532208674683,5753.468958226636,6082.242893879133,6314.621217242758
42.0,3365.330435559162,7801.29832879691,12430.63004476591,16960.71641346645,21454.655189783323,26088.230547064628,30609.735759045405,34946.85127629951,39486.68280323123,43973.09934372973,48395.66213712019,52691.241057450425,57024.61042972618,61510.576350254014,65328.259580367936
43.0,7236.253644656383,17160.39413312703,27400.06006920606,37707.09305073607,47804.28492399304,57986.21251529174,68227.36394662104,78286.72929179524,88152.19377646047,97783.81114496393,108285.36357274388,118394.5272250644,128457.4822749088,138861.1518299626,147828.83853636772
45.0,9904.55903240453,22700.642616806967,35524.849998774465,48487.75613557557,61526.55406012489,74769.80919463733,87893.7035455659,100988.1762601133,114039.85407837357,127127.0659360188,140388.10915058505,153047.83957374512,165641.20285733903,178565.68367177338,189627.08817615028
46.0,3082.562895748401,7192.2930375294745,11514.885387115824,15903.909679396931,20354.121581414,24863.45222882493,29150.753219338105,33224.42136815615,37619.49862782895,41729.31867046307,45862.98316730808,49908.33065767845,53786.206033237744,58007.94776592926,61812.443927594046
47.0,3091.1315544851955,6706.320125946408,10420.73576855407,14385.490176559691,18362.890016505167,22453.15578075447,26422.810149342047,30344.86310334608,34317.11660011137,38217.1237679355,42186.20433166932,45934.8260638279,49615.49751270011,53491.45261798019,56806.86123261507
48.0,3034.170132424437,6226.345473909734,9713.981477269768,13338.329405372917,16959.81965444798,20514.078781873563,23979.524880995235,27526.822959865494,31204.607056544624,34920.31114434301,38630.5916049644,42091.76821952609,45498.26566574249,49042.906452384384,52118.24379658621
49.0,8898.27235729179,21735.37383991157,34543.23795586445,47457.748730782536,60398.3799450904,73477.9909662059,86423.34512254682,99405.96521571212,112387.51607664424,125431.92970125796,138528.32304662504,151129.6574404894,163727.76600935587,176719.19374147677,187973.1699821296
50.0,2699.572171412265,5998.8796376581095,9348.52693417881,12909.299729281043,16504.139475319334,20111.351307323686,23670.98383952741,27191.334038823315,30847.56108603841,34361.60719013056,37782.03416199225,41246.00223163854,44714.96316321636,48034.56160522927,51016.47393858158
51.0,7952.773703103371,19562.05476644186,31274.325385707507,42923.54154385001,54668.04397079709,66543.12573803966,78257.42998304908,89867.2539169293,101574.67841625826,113259.00224269096,125129.51791048744,136564.41120896928,147904.0425373078,159551.8369775827,169663.30890621676
52.0,870.0256050950749,1473.458702724526,2212.607356018018,2837.857950878243,3524.729299835325,4247.021643827447,4967.456449720337,5587.597499937577,6236.41676306379,6961.3878309088295,7707.914355826459,8453.724450239104,9238.259619190934,10050.9133359653,10610.5512787699
53.0,2833.375114891285,5766.103166808509,8667.600658855741,11731.723337925136,14634.764753112422,17732.61008598526,20706.98920050865,23708.684103268097,26794.95759416653,29665.6978401091,32767.52735705956,35703.296245412086,38541.51525698004,41445.70792090211,44002.36249568565
54.0,3918.90441480596,9359.69285123585,15212.214206369585,21047.93905171451,26869.32139859193,32862.57901579482,38748.5466238073,44581.44894980507,50403.54523532521,56306.9969565981,62288.86118917287,67900.18436008744,73536.83018011827,79401.4563092301,84218.34787730422
55.0,1323.1921581448398,1160.572845024625,1483.287577794384,1928.2706375735368,2299.341802279088,2741.1208157848505,3137.3094281584367,3590.3157799904484,3980.521755675418,4394.825410457161,4816.254154722344,5080.978040980224,5259.845111656932,5524.976661345992,5756.238918046139
56.0,1880.4448188204497,3243.158310704331,4708.311926390607,6155.767770955368,7733.174766542514,9294.270646555056,10870.21699946898,12430.11089615538,14028.268503977815,15597.820887441529,17198.25849162448,18713.20986000051,20122.218657509075,21689.010794954505,22801.854694542253
57.0,6839.054037164911,16489.323799113004,26257.93752029195,36184.48399755514,46006.42025470397,56011.527055056016,65903.67582641107,75766.26661770178,85701.17422798803,95723.14117211704,105815.05481157718,115448.61087120518,125097.51501130091,135020.47187713,143500.80917060137
58.0,8930.24946494613,21399.24913241801,33933.59723520857,46740.83526986004,59436.135835216366,72385.88719687378,85236.23177100786,98002.5990257732,110853.08347309564,123633.67427442878,136629.39926495752,148809.50541911012,161019.40767310988,173800.9612745848,184859.87605851967
59.0,7186.735599358169,17126.259369626903,26973.5288161416,37090.32582131658,47198.89524081471,57403.72145991169,67514.57323324175,77566.13544331539,87493.71724737722,97399.2476178538,107612.93328016944,117305.10176682832,126986.32256943652,137075.1907158664,145845.3499934896
60.0,2706.20963480078,5622.840670696412,8729.72322917526,12138.592150177026,15515.368486242289,19014.56972918043,22352.50257103305,25697.95629872867,29101.777064256617,32512.68261239221,35965.16510769928,39122.79163494095,42201.8761417628,45589.56150948417,48523.15276738701
61.0,2999.1780958173717,6204.156804073044,9596.900021051102,13081.537652619065,16576.939621272875,20143.22511645394,23712.277962062,27267.329348171785,30791.41224632166,34165.58297265949,37696.830110708295,41112.85020811136,44448.49870850752,48010.13726741295,50932.43465730376
62.0,4600.589166991457,10661.935394687747,16900.161271227185,23249.268205884204,29566.56144792988,35980.709042071874,42312.75983276285,48529.06662318111,54797.25191200065,61047.503428127166,67354.00713519721,73336.55971890072,79430.677134592,85636.06063351461,91004.71082856676
63.0,2885.3561549547344,5943.351556405254,9269.50206912636,12713.84900736674,16088.534636796616,19456.00856402588,22912.725104527897,26204.75279520803,29515.36150846323,32814.417609594544,36155.50615136871,39447.55142630801,42641.6982914244,46051.80698233567,48948.64009307351
64.0,2641.562272881569,5668.941421826308,8666.189409790726,11887.717890446114,14958.617329137209,17830.306487647616,20869.245176412613,23912.853305228407,27067.289842847335,30134.774162816724,33402.129768879364,36571.6434996665,39619.14057216973,42795.39526127018,45541.74023201511
65.0,2859.765476752847,6001.019933357179,9072.81740401444,12289.31254375068,15439.362205029573,18528.74104037926,21710.7276052839,25011.01717100815,28255.724068526364,31428.39214471961,34667.613892687354,37708.04906537566,40790.1041112873,43923.98547303361,46658.34005700645
66.0,3082.2453411237725,6908.538858601683,11205.662097070424,15479.7003193848,19813.87300446398,24035.109293128146,28036.24130702136,31944.94236753969,35734.26986590719,39838.72300649977,44160.198095206666,48132.00128553134,52174.76607218322,56460.629800809606,59863.92777782455
67.0,2977.927365300838,6046.191369549284,9197.185224210523,12498.674729833234,15802.61304774089,19119.20396070321,22429.764921522798,25731.296625436305,29015.542520855503,32275.04164974621,35624.98986348335,38800.48886916896,41903.81447575917,45163.46587252682,47941.11115577394
68.0,2569.0177851955423,5376.51702076178,8388.48997784256,11447.893849370548,14489.86790808659,17554.991376916438,20684.3109285628,23763.300162955795,26846.257192424386,29850.827567307835,32907.06926694664,35925.82473781263,38977.622724844485,42120.979029037975,44630.83876116444
69.0,1940.5634540345147,4019.381211681219,6213.731071396669,8440.846605525014,10717.398547518364,13061.609042630846,15365.77084767048,17647.381417592198,19988.67413329949,22306.521152810557,24634.52583579837,26815.566744519227,28992.27969843933,31286.476210793306,33107.470260295944
70.0,1195.7304380592211,1983.6084796369155,2824.0211982902256,3682.449636718681,4562.134131603463,5472.957304102098,6559.122058440048,7474.064593564147,8518.869743141771,9523.01315071186,10465.761450121276,11309.784990436036,12120.01519572751,13059.400101837098,13884.703720759857
71.0,1234.817466640003,1729.4084265194194,2478.4168386831248,3217.774371365637,3893.926774639852,4769.795524210513,5672.520263978824,6583.431670129231,7502.817165189269,8322.42234170515,9130.205734945508,9835.605651538945,10610.066989453107,11481.997086865802,12178.80359041972
72.0,6403.202613740463,15573.582199115568,24863.09349374457,34232.252731543325,43524.80732914049,52869.77441846731,62174.444607212645,71512.15577446674,80778.38259292603,90110.3966544748,99465.93520912202,108488.3552979284,117541.43023425963,126799.52959490567,134734.67981581826
73.0,4671.364037148644,10097.988112672449,15602.99047735263,21093.07102900668,26600.833384085578,32312.741632588542,37976.38917906375,43595.08583607602,49127.19253211039,54629.01034727946,60246.51697347938,65627.16890964955,70968.80051375234,76527.87391857525,81300.45715999286
74.0,967.1025625670698,778.6728447642312,806.303027642017,964.2114902055048,1285.1096837264,1575.1301045839812,1796.745174244433,2013.3269323280213,2192.4597172193203,2428.739142281545,2564.410134207136,2558.26241181854,2783.514984260538,2945.1325712978078,3120.2713253289685
75.0,973.9987670738404,1472.072553398086,2278.120389332833,3298.637108116461,4305.669184549872,5425.598109258089,6395.879129490977,7403.191494359275,8413.472776354953,9411.201229956583,10418.695102684103,11429.81453018247,12452.537955558875,13488.409702229232,14277.32434279093
76.0,2522.202622331031,5628.843641410715,8745.15705085288,11734.640555024973,14847.321855120455,18045.267636987966,21179.47621066108,24183.54463809233,27267.92637871121,30323.287617539005,33503.717418956825,36559.82336816239,39484.53495129653,42641.63811149352,45342.57817673078
77.0,2588.5589763658027,5259.310334107261,8128.102457754629,11051.20924170334,14052.475057300324,16992.66247771984,19983.05586723701,22922.387437276426,25840.926311930147,28808.60636175932,31852.47381978404,34630.20744277731,37430.2640114006,40282.23103335897,42888.48433389664
78.0,9089.550164551543,20669.127095482483,32458.544183991777,44323.99810771585,56146.80920734129,68052.27230370429,79798.04372522356,91442.29843834144,103178.869750412,114948.11350361712,126888.04329607169,138258.00588102065,149744.96149132636,161599.34886248867,171651.36598138578
79.0,3724.03802897672,8257.257358659628,12748.753350833453,17341.042822234347,21936.45686734129,26764.541249102334,31523.8789576495,36128.19602224207,40766.82323277617,45598.47526898588,50509.44682190906,55183.20770202633,59856.610435279305,64695.17821366834,68833.14794080389
80.0,2453.8131729368506,5325.837195802673,8349.467725671628,11289.114893429474,14411.359407287184,17635.66855265021,20792.476031383907,23807.765524508017,26811.68632151113,29891.977394229783,32956.615413797364,35859.14273992237,38848.21413029247,41987.44990459384,44601.76220230803
81.0,3210.538097210457,6647.187912730165,10233.125046285497,13752.784537748648,17225.486495126643,20887.40208576009,24459.926948114226,27990.901248225444,31547.26322752603,35130.76208468531,38729.62124599703,42176.298118683735,45580.23680383761,49179.5474105443,52243.825059297866
82.0,3858.683480982874,7526.721891269514,11356.657300674507,15269.883789895424,19238.305849232525,23189.3406218354,27139.26071226277,31127.547991150408,35115.36813706251,39139.27658653434,43206.76256520334,47059.30964784586,50906.33193979671,54897.40278913384,58210.77218202803
83.0,3203.810811218569,7723.46220950886,12432.335773238892,17143.096603908478,21848.41507013342,26658.72842868299,31364.358251119585,36070.91543713604,40793.1551706082,45493.47311179245,50302.035316101006,54843.36114041099,59382.35655723445,64085.35674547101,68130.77989719556
84.0,2709.429656880773,5349.713405122427,8071.91214558738,10779.826276205496,13612.630961057515,16358.613762565512,18974.49524695948,21668.61461246259,24388.658544784208,27085.74879574837,29768.97610609844,32422.75775818173,35119.88301393682,37984.05914015052,40415.44615024502
85.0,2478.891198343776,4647.2104630869,6805.270564990506,9004.66398578492,11203.18743123077,13517.436411793866,16106.900027465876,18833.61537356772,21532.943737920144,24280.89500942065,26903.44368542832,29404.15626145773,31903.754314461938,34757.894577693245,37286.68219346756
86.0,2735.0040265726225,5383.10960190763,8090.393454999019,10893.441910447897,13697.4338457262,16468.912641016897,19134.54473230836,21793.75857632565,24578.73565269524,27361.7491770793,30233.781917526445,32949.22387674894,35691.60729955943,38538.27029682256,40856.22313364408
87.0,1260.929777335289,1547.417653717011,2045.0813326698767,2367.8209451582707,2782.282902478896,3297.8142202099507,3758.983459448644,4234.268702409846,4819.553237636288,5282.973563878821,5840.148162346357,6480.514216776193,7080.561387048769,7712.405221998365,8255.63520321702
88.0,1395.6976773603085,1467.8591487704823,1680.279355204577,1956.199992143032,2258.2468183022493,2482.852931040189,2721.119926956382,2978.090479948616,3312.993289994324,3599.953720424387,3764.343430825775,3981.443687168694,4124.881678923668,4312.232803202784,4454.01243415748
89.0,3342.8022255506585,7376.165282389474,11495.597205197268,15839.830903224798,20078.863136649743,24354.92431726042,28654.766672138423,33087.793121492105,37453.046913046586,41805.980938879584,46149.27842567653,50324.88699840984,54405.90482586252,58682.27828007394,62354.66317145871
90.0,3463.0952834408563,7643.568963557542,11670.516047356388,15814.083147497457,20040.71094996464,24393.883567866607,28669.32935678672,33041.16765170987,37322.85078277721,41643.691431703206,45968.95850709264,50122.41902935247,54303.98196567207,58683.32996375775,62414.00592084958
91.0,1174.365633971997,1229.1529167637643,1507.8809148872904,1953.465867023288,2316.615498439784,2716.264294883917,2954.5233475362725,3194.0258776347487,3435.499521628407,3689.669926786221,3793.862839460109,4104.533646510431,4348.145774206333,4610.487593355354,4881.828842361215
92.0,2417.9367515799736,4863.128317195408,7366.153690442279,9946.403528003644,12653.846921308244,15496.999859877003,18182.255434515875,20958.240442464856,23653.247160847222,26429.95685906488,29221.456610846097,31742.03687102445,34291.46852382248,36955.78690514543,39215.17423122437
93.0,2326.457699415286,4743.168698439638,7179.131723120617,9477.629714576897,11910.869197761254,14403.976453262992,16766.95688336857,19181.756971322546,21688.82285080637,24060.68155335319,26588.56724539764,28953.50103764583,31321.167182383524,33860.402645859256,35988.05796097009
94.0,4507.026275246687,9988.86529259114,15529.851794584558,21194.563544894707,26762.742990012623,32512.85413689159,38130.15105350387,43735.289899297,49386.08235502343,55035.79109755265,60736.8413408289,66182.82837006715,71617.27795026707,77221.62755526636,82070.37534337655
95.0,1890.4173418566816,3966.959923052588,6131.864395410016,8368.836260117772,10664.86276327018,13038.268275041282,15265.824366019218,17357.94754765417,19647.5639964411,21842.94741859622,24064.848324216317,26296.42276602019,28613.446280297885,30966.519412285943,32862.652619469416
96.0,2399.7412604699607,4736.4439435268205,7087.496726084398,9501.380076280444,11905.551024814276,14418.91941133208,16822.754051363536,19251.35799673746,21640.53316598121,24056.85993875088,26532.033729947743,28743.617456953965,30923.54397386692,33247.14466582265,35213.70957284256
97.0,3605.626395667283,6882.354040638423,10438.185523635775,14048.061590129337,17595.62327551436,21140.31740830465,24691.81811493567,28063.69475398022,31476.17723078938,34908.037708823445,38489.16860280655,41960.72502874042,45411.78187050513,48962.12291782,51886.753084247466
98.0,2424.691929380477,4706.724358513466,7064.757206907424,9577.907429621917,12038.638566842516,14525.313784328422,16994.38763693742,19505.0844655148,21984.78344663014,24347.475771962407,26851.81055028941,29230.82409419773,31586.645260011283,34084.76757437692,36122.4210696481
99.0,3890.173335567978,8743.715024710611,13778.18918649577,18820.65288684011,23880.33728041101,29085.83824435145,34203.44014658386,39305.79445673358,44350.28832131111,49477.8023122826,54690.02878333018,59623.29363713214,64525.12205634455,69552.31040957788,73938.40179263479
100.0,2481.97999233352,4824.640150365099,7259.642356652701,9658.79478900355,12293.328778333336,14762.439428905123,17143.340775263394,19573.44240625956,21932.205719829195,24371.083825063703,27027.147187074093,29625.39943339541,32156.364294555464,34444.26729498611,36208.83418999532
101.0,3563.18333323256,8032.03114375762,12479.002225207892,16956.093469024767,21422.91517214797,25955.55119796085,30435.18869317855,34889.47384784027,39352.09120090434,43833.50660261408,48366.6568723024,52677.052571779874,56989.43491286503,61447.48688033407,65251.36860798329
102.0,6662.613078432876,15364.331688892533,24256.98471836377,33409.3934605784,42497.32868422563,51720.33015820307,61049.00967221968,70198.09892027454,79348.96956172961,88659.21282479409,97880.17164856344,106635.48571771606,115362.54343703752,124427.963125315,132319.7035614962
103.0,6788.73827914934,15505.131452607611,24292.48204057461,33320.099435864235,42283.84606962852,51315.980008355495,60209.18998388381,68977.22124348424,77821.69499030791,86809.04069540947,95889.3699480798,104533.55186487587,113196.82276489431,122079.8113546154,129782.04219833908
104.0,1726.6726491976735,2242.493350362067,2890.470068871577,3519.046373531322,4185.592644318082,4822.905499881499,5425.574227229158,5894.82900306847,6350.392750813562,7081.974932916437,7795.264165448606,8357.327587168927,8956.904449342266,9616.360732846624,10171.553316318676
105.0,1564.881004432052,2465.047823179994,3472.6619819361995,4551.194094424055,5727.638441316695,6839.174989517889,7941.125986383662,9115.178209749763,10233.39284220822,11390.588976522007,12505.045476425308,13563.876982431482,14599.100607753577,15686.36105915227,16577.010960223823
106.0,2760.690472434645,6072.902606206857,9545.659237144497,13059.80310073564,16606.46530794915,20247.35330280129,23888.47422636527,27428.169265367906,30960.56616383788,34531.72784232004,38074.60502469419,41360.81330531968,44453.686372079406,47684.16751048485,50635.92409685413
107.0,2289.5358434305986,4572.843884833904,7001.289344615201,9470.349677150216,11961.040813392028,14522.112021038323,17063.450241990828,19445.28473330024,21911.200035237296,24350.9990561056,26886.53067993484,29281.15832172215,31703.799049157187,34173.10473681158,36225.08473468681
108.0,3110.938849127785,7010.82413993239,11077.645829106876,15006.49495069088,19046.630096676105,23293.817158929734,27524.07908164383,31895.22080700006,36209.09648292628,40566.473898043885,45025.813391287935,49140.85093577137,53300.02779027906,57659.87338287064,61395.25838368606
109.0,3164.0502299068057,6746.36308464973,10582.051843657177,14445.53717085897,18143.369769518635,22051.92098738775,25810.61516077858,29396.62540963178,32886.28851150953,36457.302705188806,39928.04708107585,43564.9444960589,47211.17327626208,51016.78882454194,54334.95918674277
110.0,3135.783441672448,6712.167939912109,10618.10311154888,14436.01228437729,18237.968200347324,22169.06630993181,26109.222495933464,30028.105873112323,33882.42519699272,37817.72062365015,41638.37492132692,45267.41250160523,48875.557621977336,52731.4740138684,55987.89209435752
