month,participantId,monthlyAvgBalance,monthlyFoodBudget,monthlyExtraBudget,monthlySalary,educationRequirement,rentalCost,Cluster
2022-03-01 00:00:00,39.0,2663.647482177744,600.0,7478.3078378210175,3463.505624,Bachelors,363.03,C1
2022-03-01 00:00:00,40.0,561.7624625213703,600.0,743.1886241542154,1600.0,Low,589.18,C3
2022-03-01 00:00:00,41.0,1048.74138932781,600.0,2098.7138674977155,1750.858696,HighSchoolOrCollege,920.34,C3
2022-03-01 00:00:00,42.0,3365.330435559134,360.0,6048.754533641588,5235.2139696,HighSchoolOrCollege,872.02,C4
2022-03-01 00:00:00,43.0,7236.253644656376,360.0,13691.10665542521,10632.948136,Bachelors,415.89,C2
2022-03-01 00:00:00,44.0,2132.6328062376338,600.0,0.0,1626.5607504,Low,828.1480252965923,
2022-03-01 00:00:00,45.0,9904.55903240454,360.0,18270.05087553337,13042.9686784,Graduate,784.18,C2
2022-03-01 00:00:00,46.0,3082.562895748393,360.0,5663.271499607936,5186.7783808,HighSchoolOrCollege,979.28,C4
2022-03-01 00:00:00,47.0,3091.131554485182,480.0,5315.004072497798,4743.1029184,HighSchoolOrCollege,379.49,C4
2022-03-01 00:00:00,48.0,3034.1701324244373,480.0,5079.638132143245,4602.0271936,HighSchoolOrCollege,1165.67,C4
2022-03-01 00:00:00,49.0,8898.272357291853,360.0,17133.358828275308,12977.7780304,Graduate,444.61,C2
2022-03-01 00:00:00,50.0,2699.5721714122647,480.0,4805.486380919159,4567.8300656,HighSchoolOrCollege,573.36,C4
2022-03-01 00:00:00,51.0,7952.773703103361,480.0,15288.431092297991,12018.3006032,Graduate,560.9,C2
2022-03-01 00:00:00,52.0,870.0256050950725,600.0,2003.3125651908813,2365.1142704,HighSchoolOrCollege,857.75,C3
2022-03-01 00:00:00,53.0,2833.3751148912665,360.0,4657.901480575544,3875.6455696,Low,828.1480252965923,C1
2022-03-01 00:00:00,54.0,3918.904414805957,600.0,13707.41933812619,7464.9306592,Graduate,917.25,C5
2022-03-01 00:00:00,55.0,1323.192158144828,600.0,2646.061095021821,1752.0387152,HighSchoolOrCollege,726.13,C3
2022-03-01 00:00:00,56.0,1880.4448188204435,600.0,4864.082372305736,3110.624408,Graduate,844.17,C3
2022-03-01 00:00:00,57.0,6839.05403716494,480.0,12929.664308402129,10284.9774976,Graduate,698.59,C2
2022-03-01 00:00:00,58.0,8930.249464946044,360.0,15023.90169831752,12768.0519712,Graduate,993.62,C2
2022-03-01 00:00:00,59.0,7186.735599358126,360.0,11161.682850841153,10368.3018208,Bachelors,1044.95,C2
2022-03-01 00:00:00,60.0,2706.2096348007585,480.0,4650.742456472185,4478.7992912,HighSchoolOrCollege,974.58,C4
2022-03-01 00:00:00,61.0,2999.178095817377,480.0,4969.976497448857,4452.458035199999,HighSchoolOrCollege,794.25,C4
2022-03-01 00:00:00,62.0,4600.589166991453,480.0,8374.830282475486,6951.335102399999,Bachelors,969.72,C5
2022-03-01 00:00:00,63.0,2885.356154954718,480.0,4815.967652352807,4438.559984,HighSchoolOrCollege,419.73,C4
2022-03-01 00:00:00,64.0,2641.56227288156,480.0,4441.05121420854,4213.0302496,HighSchoolOrCollege,1179.63,C1
2022-03-01 00:00:00,65.0,2859.76547675285,480.0,4711.710469074004,4188.9195488000005,HighSchoolOrCollege,787.0,C4
2022-03-01 00:00:00,66.0,3082.2453411237834,600.0,10089.889840603531,5904.1658336,Bachelors,742.53,C4
2022-03-01 00:00:00,67.0,2977.9273653008318,480.0,4776.474636198847,4088.897008,HighSchoolOrCollege,1280.33,C4
2022-03-01 00:00:00,68.0,2569.0177851955395,480.0,4217.780120905967,4062.6637184,HighSchoolOrCollege,1140.2,C1
2022-03-01 00:00:00,69.0,1940.563454034516,600.0,5904.074777160578,3871.6006224,Bachelors,775.45,C1
2022-03-01 00:00:00,70.0,1195.7304380592168,600.0,2820.441441447407,2340.3690512,HighSchoolOrCollege,1562.73,C3
2022-03-01 00:00:00,71.0,1234.8174666399968,600.0,2772.648210905707,2331.4366784,Bachelors,888.46,C3
2022-03-01 00:00:00,72.0,6403.202613740492,360.0,10490.05152581052,9679.7856192,Bachelors,676.33,C2
2022-03-01 00:00:00,73.0,4671.36403714861,480.0,8098.217597146225,6450.7252544,Bachelors,846.42,C5
2022-03-01 00:00:00,74.0,967.1025625670736,600.0,1759.232973161526,1600.0,HighSchoolOrCollege,831.78,C3
2022-03-01 00:00:00,75.0,973.9987670738304,600.0,2348.7514880697063,2537.7170144,HighSchoolOrCollege,813.85,C3
2022-03-01 00:00:00,76.0,2522.202622331034,480.0,4268.674037094024,4041.4296112,HighSchoolOrCollege,1090.02,C1
2022-03-01 00:00:00,77.0,2588.558976365807,480.0,4110.431796904551,3982.6028448,HighSchoolOrCollege,1458.69,C1
2022-03-01 00:00:00,78.0,9089.55016455152,360.0,14239.911187980386,11867.7937008,Graduate,966.5,C2
2022-03-01 00:00:00,79.0,3724.038028976725,360.0,6332.386411619329,5182.5402816,HighSchoolOrCollege,602.34,C4
2022-03-01 00:00:00,80.0,2453.8131729368465,480.0,4101.579960316411,3976.1227808,HighSchoolOrCollege,1097.73,C1
2022-03-01 00:00:00,81.0,3210.538097210485,600.0,10191.335964023488,5061.9314176,Graduate,1097.73,C4
2022-03-01 00:00:00,82.0,3858.683480982876,600.0,12282.803686815723,5534.836660800001,Graduate,421.56,C4
2022-03-01 00:00:00,83.0,3203.81081121858,360.0,3754.802917449773,5141.7927488,HighSchoolOrCollege,813.04,C4
2022-03-01 00:00:00,84.0,2709.429656880776,480.0,4307.807494970404,3874.860776,HighSchoolOrCollege,1318.55,C1
2022-03-01 00:00:00,85.0,2478.891198343771,480.0,3973.577813621954,3837.4699488,HighSchoolOrCollege,484.65,C1
2022-03-01 00:00:00,86.0,2735.0040265726384,480.0,4282.817979088575,3763.871851200001,HighSchoolOrCollege,751.67,C1
2022-03-01 00:00:00,87.0,1260.929777335284,600.0,2800.564522880111,1935.0121104,HighSchoolOrCollege,608.03,C3
2022-03-01 00:00:00,88.0,1395.6976773603226,600.0,2824.3120795759637,1600.0,HighSchoolOrCollege,872.02,C3
2022-03-01 00:00:00,89.0,3342.8022255506653,360.0,5064.160607655481,5025.847952,HighSchoolOrCollege,884.06,C4
2022-03-01 00:00:00,90.0,3463.0952834408454,360.0,3895.70517097958,4939.1864448,HighSchoolOrCollege,824.14,C4
2022-03-01 00:00:00,91.0,1174.365633972008,600.0,2385.569715898763,1600.0,HighSchoolOrCollege,602.34,C3
2022-03-01 00:00:00,92.0,2417.9367515799986,480.0,3855.190577919804,3661.9379072,HighSchoolOrCollege,955.13,C1
2022-03-01 00:00:00,93.0,2326.457699415278,480.0,3614.929530803856,3552.1177968,HighSchoolOrCollege,749.32,C1
2022-03-01 00:00:00,94.0,4507.026275246654,480.0,7907.2415529441405,6385.921068799999,Bachelors,744.36,C5
2022-03-01 00:00:00,95.0,1890.417341856676,480.0,3030.932409832483,3382.7775296,Low,724.24,C1
2022-03-01 00:00:00,96.0,2399.741260469963,480.0,3728.2903745387657,3505.7417584,HighSchoolOrCollege,480.08,C1
2022-03-01 00:00:00,97.0,3605.6263956672815,600.0,11224.248558484614,5050.0393712,Graduate,1057.39,C4
2022-03-01 00:00:00,98.0,2424.6919293804813,480.0,3726.878781252238,3495.3899232,HighSchoolOrCollege,486.97,C1
2022-03-01 00:00:00,99.0,3890.173335568007,480.0,6851.033136659177,5907.0196016,Bachelors,420.64,C4
2022-03-01 00:00:00,100.0,2481.9799923335145,360.0,3552.825197567021,3439.2894768,Low,1039.72,C1
2022-03-01 00:00:00,101.0,3563.183333232548,360.0,6205.590429976248,4901.1568,HighSchoolOrCollege,828.1480252965923,C4
2022-03-01 00:00:00,102.0,6662.613078432877,360.0,8617.277402400616,9641.7659168,Bachelors,1015.82,C2
2022-03-01 00:00:00,103.0,6788.738279149301,360.0,12406.54160362834,9225.459056,Bachelors,645.69,C2
2022-03-01 00:00:00,104.0,1726.672649197656,600.0,3944.131380283636,1874.4044672,HighSchoolOrCollege,556.88,C3
2022-03-01 00:00:00,105.0,1564.8810044320542,600.0,4045.322599760814,2639.224504,HighSchoolOrCollege,419.73,C3
2022-03-01 00:00:00,106.0,2760.6904724346523,600.0,9291.990952385046,4777.448422400001,Bachelors,850.82,C4
2022-03-01 00:00:00,107.0,2289.535843430606,480.0,3574.3172613173183,3458.5628336,HighSchoolOrCollege,1163.55,C1
2022-03-01 00:00:00,108.0,3110.938849127771,360.0,4929.763003764741,4875.9746176,HighSchoolOrCollege,824.84,C4
2022-03-01 00:00:00,109.0,3164.05022990679,360.0,5583.538386493113,4874.2740224,HighSchoolOrCollege,439.32,C4
2022-03-01 00:00:00,110.0,3135.7834416724318,360.0,4520.41992809335,4769.5050832,HighSchoolOrCollege,760.78,C4
2022-03-01 00:00:00,111.0,888.8643396562549,600.0,1688.4179404614222,1600.0,HighSchoolOrCollege,399.16,C3
2022-03-01 00:00:00,112.0,7049.526544007157,480.0,12648.741913093643,9470.0707104,Graduate,1486.29,C2
2022-03-01 00:00:00,113.0,3702.774269689376,600.0,11703.3860861397,5335.8195808,Graduate,1020.52,C4
2022-03-01 00:00:00,114.0,6242.028008926895,480.0,11083.816388935827,8404.7789408,Graduate,982.11,C5
2022-03-01 00:00:00,115.0,2131.124402104105,480.0,3286.5472460489045,3455.7127872,HighSchoolOrCollege,1075.42,C1
2022-03-01 00:00:00,116.0,8564.530860928342,360.0,15917.30138537328,11662.965168,Graduate,1182.49,C2
2022-03-01 00:00:00,117.0,2463.543276169583,600.0,8709.750588951856,3046.987928,Bachelors,362.11,C4
2022-03-01 00:00:00,118.0,6333.137557639639,360.0,11842.59256967246,9131.289064,Bachelors,565.27,C5
2022-03-01 00:00:00,119.0,6575.592420503096,480.0,11225.806805464774,8172.8392064,Graduate,1066.73,C5
2022-03-01 00:00:00,120.0,1238.3551277403617,600.0,3408.598829806949,2797.1751008,HighSchoolOrCollege,348.4,C3
2022-03-01 00:00:00,121.0,2554.6530920035684,480.0,3850.208268258616,3416.8654864,HighSchoolOrCollege,872.66,C1
2022-03-01 00:00:00,122.0,3188.0958313261185,360.0,5603.753580234392,4734.4181424,HighSchoolOrCollege,1015.0,C4
2022-03-01 00:00:00,123.0,3188.497520908837,360.0,4934.687257666312,4725.1515152,HighSchoolOrCollege,828.1480252965923,C4
2022-03-01 00:00:00,124.0,8301.85853416618,360.0,15445.682658005204,11474.2935088,Graduate,828.1480252965923,C2
2022-03-01 00:00:00,125.0,6633.022930582576,360.0,12802.494544200656,10351.493683199998,Graduate,710.48,C2
2022-03-01 00:00:00,126.0,1184.0756635234793,600.0,2387.623448735847,1742.5006656,HighSchoolOrCollege,957.85,C3
2022-03-01 00:00:00,127.0,2542.359858887779,600.0,0.0,1861.3917056,HighSchoolOrCollege,828.1480252965923,
2022-03-01 00:00:00,128.0,2769.2657906858585,600.0,8312.034585724032,3973.1475472,Bachelors,781.2,C1
2022-03-01 00:00:00,129.0,1895.5916943643952,480.0,2817.862426209599,3329.9308736000003,HighSchoolOrCollege,888.46,C1
2022-03-01 00:00:00,130.0,1850.060117662762,480.0,2900.625440392225,3280.5331392,HighSchoolOrCollege,502.03,C1
2022-03-01 00:00:00,131.0,1705.6023034080704,600.0,4172.958180897146,2690.1243248,Bachelors,1140.2,C3
2022-03-01 00:00:00,132.0,5907.773977158109,480.0,10245.678814480802,7693.2309488,Graduate,688.44,C5
2022-03-01 00:00:00,133.0,1876.984559056151,480.0,2965.851132314833,3257.9891376,HighSchoolOrCollege,715.09,C1
2022-03-01 00:00:00,134.0,3149.642576869944,360.0,3792.9273195138,4652.8762336,HighSchoolOrCollege,634.54,C4
2022-03-01 00:00:00,135.0,1247.2519388431117,600.0,3552.742946722861,3099.4286528,HighSchoolOrCollege,1140.2,C3
2022-03-01 00:00:00,136.0,6303.999427743324,480.0,10530.927761733134,7493.743912,Graduate,920.34,C5
2022-03-01 00:00:00,137.0,1231.550954006439,600.0,2863.991122185085,1879.4210992,HighSchoolOrCollege,965.66,C3
2022-03-01 00:00:00,138.0,1416.5807208799877,600.0,4068.1076142685006,3240.1527568,HighSchoolOrCollege,1340.57,C3
2022-03-01 00:00:00,139.0,1727.03450425173,600.0,4731.56312583398,3632.6714288,Bachelors,857.75,C1
2022-03-01 00:00:00,140.0,6346.810414408529,360.0,9058.322054456125,8997.4970416,Bachelors,358.52,C5
2022-03-01 00:00:00,141.0,3114.7044400333816,600.0,7529.192521381919,2503.353584,Bachelors,1357.96,C1
2022-03-01 00:00:00,142.0,2634.5945838745088,600.0,0.0,1861.3917056,HighSchoolOrCollege,828.1480252965923,
2022-03-01 00:00:00,143.0,3131.006499857482,360.0,5380.192849323942,4645.6839424,HighSchoolOrCollege,748.12,C4
2022-03-01 00:00:00,144.0,2085.964479184372,480.0,3032.1338633086225,3189.9198064,HighSchoolOrCollege,817.46,C1
2022-03-01 00:00:00,145.0,946.074232427905,600.0,1910.7237798976143,1899.3948896,HighSchoolOrCollege,354.94,C3
2022-03-01 00:00:00,146.0,1676.5692579886954,480.0,2551.220157487702,3184.7823296,HighSchoolOrCollege,567.87,C1
2022-03-01 00:00:00,147.0,1806.759889552967,480.0,2736.921542136369,3121.5204992000004,HighSchoolOrCollege,534.03,C1
2022-03-01 00:00:00,148.0,5868.995441023763,360.0,8088.374710773972,8778.5035456,Bachelors,614.27,C5
2022-03-01 00:00:00,149.0,1667.044654994426,600.0,3273.6793468395704,1657.0815264,Bachelors,350.16,C3
2022-03-01 00:00:00,150.0,5998.49172870964,360.0,6587.779590640739,8156.8260848,Bachelors,965.66,C5
2022-03-01 00:00:00,151.0,2209.5138546768267,360.0,3343.627612742974,3282.0266288,Low,472.21,C1
2022-03-01 00:00:00,152.0,1895.852083577921,480.0,2828.371942009529,3058.4813632,HighSchoolOrCollege,1195.4,C1
2022-03-01 00:00:00,153.0,1257.7943257929553,600.0,3109.4334506372124,2545.3717728,HighSchoolOrCollege,351.15,C3
2022-03-01 00:00:00,154.0,2385.653602392573,600.0,0.0,1892.8868064,HighSchoolOrCollege,828.1480252965923,
2022-03-01 00:00:00,155.0,7155.064758722097,360.0,13519.654916276602,10302.7738096,Graduate,573.34,C2
2022-03-01 00:00:00,156.0,1953.2229452067777,480.0,2833.4096321362763,2983.1442544,HighSchoolOrCollege,751.67,C1
2022-03-01 00:00:00,157.0,7948.32017019899,360.0,12205.147958289022,10166.655152,Graduate,763.83,C2
2022-03-01 00:00:00,158.0,5627.021622149895,480.0,9229.066135249732,6710.4853072000005,Graduate,1014.55,C5
2022-03-01 00:00:00,159.0,3104.386163373307,360.0,3834.4317983205938,4634.1090576,HighSchoolOrCollege,493.01,C4
2022-03-01 00:00:00,160.0,5449.556504101211,360.0,10156.063849284325,7984.325366399999,Bachelors,1324.15,C5
2022-03-01 00:00:00,161.0,2492.9328615433305,600.0,0.0,1870.7249392,HighSchoolOrCollege,828.1480252965923,
2022-03-01 00:00:00,162.0,980.1338978564908,600.0,2358.5241651340248,2262.6985728,HighSchoolOrCollege,1556.36,C3
2022-03-01 00:00:00,163.0,2694.1390446344776,360.0,4848.995777504697,4587.7976944,HighSchoolOrCollege,784.18,C4
2022-03-01 00:00:00,164.0,3089.409309837917,600.0,8316.266799561934,4049.0888784,Graduate,872.66,C1
2022-03-01 00:00:00,165.0,3885.898104232159,600.0,12132.231775683476,5461.097744,Graduate,742.53,C4
2022-03-01 00:00:00,166.0,1808.624753223235,480.0,2686.73458931522,2994.1108912,Low,974.58,C1
2022-03-01 00:00:00,167.0,906.7648009488064,600.0,2303.8167045388163,2942.498344,HighSchoolOrCollege,974.58,C3
2022-03-01 00:00:00,168.0,5734.303219778504,480.0,9275.453840104354,5777.7522864,Graduate,573.95,C5
2022-03-01 00:00:00,169.0,2374.408497230903,480.0,3668.032416964245,2918.7932576,HighSchoolOrCollege,839.46,C1
2022-03-01 00:00:00,170.0,5998.24038931596,360.0,10941.908600238598,7847.3775712,Bachelors,734.93,C5
2022-03-01 00:00:00,171.0,2853.748954549353,360.0,4545.677335695646,3197.1852128,Low,760.07,C1
2022-03-01 00:00:00,172.0,4864.2938969647785,480.0,8085.958081280677,5493.662691199999,Graduate,396.87,C4
2022-03-01 00:00:00,173.0,5042.186685019903,600.0,15716.904496737809,5267.257918400001,Graduate,673.03,C4
2022-03-01 00:00:00,174.0,2161.8573945046137,600.0,4945.209698112989,1620.0385936,Graduate,1144.44,C3
2022-03-01 00:00:00,175.0,2827.873344353027,480.0,4201.869283028789,2895.0095312000003,HighSchoolOrCollege,586.99,C1
2022-03-01 00:00:00,176.0,2973.6980695117063,600.0,8341.22314162917,3022.7416912,Graduate,601.7,C1
2022-03-01 00:00:00,177.0,2636.621970382688,480.0,3971.003167232023,2864.2877792,HighSchoolOrCollege,1174.17,C1
2022-03-01 00:00:00,178.0,3885.676455702364,600.0,11618.738661298245,3499.2689408,Bachelors,749.32,C4
2022-03-01 00:00:00,179.0,1917.7590713022275,600.0,4270.878000907683,1939.5852768,Bachelors,900.05,C3
2022-03-01 00:00:00,180.0,2665.85792080067,360.0,3989.5645007170606,2968.9510128,Low,673.03,C1
2022-03-01 00:00:00,181.0,1743.1273973786683,600.0,3995.105552919944,1614.5896704000002,HighSchoolOrCollege,386.81,C3
2022-03-01 00:00:00,182.0,1513.8542693898064,600.0,3542.4949511672653,1799.2704112,HighSchoolOrCollege,885.67,C3
2022-03-01 00:00:00,183.0,7283.840630321719,360.0,13628.639361505131,9796.506952,Graduate,749.32,C2
2022-03-01 00:00:00,184.0,1577.6098795239825,600.0,3725.949736433703,2007.466824,HighSchoolOrCollege,720.58,C3
2022-03-01 00:00:00,185.0,4047.884789415379,360.0,6768.433295358779,4554.2538944,HighSchoolOrCollege,749.32,C4
2022-03-01 00:00:00,186.0,3944.701148186294,600.0,12205.8767369091,3924.5328704,Graduate,1002.23,C4
2022-03-01 00:00:00,187.0,3005.2960889045885,360.0,4555.591386807341,2880.3588512,Low,1002.23,C1
2022-03-01 00:00:00,188.0,4845.038075148458,600.0,16861.41552267257,5860.408201599999,Bachelors,427.93,C5
2022-03-01 00:00:00,189.0,7572.914642817301,360.0,13678.538059559964,9118.9513584,Graduate,427.93,C2
2022-03-01 00:00:00,190.0,4532.0634663261,480.0,7916.490972548384,5849.1596976,Bachelors,872.66,C4
2022-03-01 00:00:00,191.0,2749.578803132538,480.0,4119.306610108812,2843.8981711999995,HighSchoolOrCollege,811.09,C1
2022-03-01 00:00:00,192.0,4047.843758343058,360.0,6858.140496430593,4535.7700512,HighSchoolOrCollege,427.93,C4
2022-03-01 00:00:00,193.0,3891.5052096248255,600.0,13280.56512486933,5233.7386096,Bachelors,945.53,C4
2022-03-01 00:00:00,194.0,6559.876446559331,360.0,11741.78927274212,7842.9062784,Bachelors,427.93,C5
2022-03-01 00:00:00,195.0,8492.279654332244,360.0,14642.587920118902,9112.8967024,Graduate,945.53,C2
2022-03-01 00:00:00,196.0,1997.717854150576,480.0,2917.0397013716142,2314.2300336,Low,859.92,C3
2022-03-01 00:00:00,197.0,1360.7161335549142,600.0,3562.014511548095,2222.9347072,HighSchoolOrCollege,1420.47,C3
2022-03-01 00:00:00,198.0,5860.0976145753775,360.0,10734.152547265963,7588.472361599999,Bachelors,945.53,C5
2022-03-01 00:00:00,199.0,2433.2685475723583,480.0,3699.6983017763982,2840.1615408,HighSchoolOrCollege,749.32,C1
2022-03-01 00:00:00,200.0,8274.785152080334,360.0,14234.628486880138,9047.1597264,Graduate,945.53,C2
2022-03-01 00:00:00,201.0,3783.597477373972,360.0,6407.3948808793975,4428.9746576,HighSchoolOrCollege,1002.23,C4
2022-03-01 00:00:00,202.0,1723.7089537993086,600.0,4532.0907164536575,2409.2405824,HighSchoolOrCollege,859.92,C3
2022-03-01 00:00:00,203.0,1512.828941407302,600.0,3876.9558150362136,2047.570992,HighSchoolOrCollege,801.49,C3
2022-03-01 00:00:00,204.0,2871.907518979648,360.0,4257.196750123514,2818.7517648,Low,1002.23,C1
2022-03-01 00:00:00,205.0,3608.2281095698254,360.0,3679.9459541547258,4425.2827712,HighSchoolOrCollege,1061.38,C4
2022-03-01 00:00:00,206.0,2339.457321172046,480.0,3540.43480279176,2764.0807344,HighSchoolOrCollege,1152.94,C1
2022-03-01 00:00:00,207.0,4028.503686936312,600.0,12832.714274475502,4054.0510192,Bachelors,1014.55,C4
2022-03-01 00:00:00,208.0,2515.8391481898,480.0,3704.189863905723,2716.706992,HighSchoolOrCollege,492.88,C1
2022-03-01 00:00:00,209.0,4224.351200074629,360.0,6949.761351677997,4365.1016064,HighSchoolOrCollege,1014.55,C4
2022-03-01 00:00:00,210.0,1220.973285835214,600.0,2670.6312759055418,1600.0,Low,1278.21,C3
2022-03-01 00:00:00,211.0,6085.848967547364,360.0,10777.87844066478,7573.8728224,Bachelors,1014.55,C5
2022-03-01 00:00:00,212.0,1410.6051724476022,600.0,3026.886912442129,1655.225824,HighSchoolOrCollege,1104.33,C3
2022-03-01 00:00:00,213.0,3325.1122448027795,600.0,9973.403954921176,3074.7330592,Bachelors,1596.7,C1
2022-03-01 00:00:00,214.0,4139.217676172409,360.0,6732.465647817384,4252.089112,HighSchoolOrCollege,1596.7,C4
2022-03-01 00:00:00,215.0,6249.552819081991,360.0,11032.766759869875,7298.66752,Bachelors,1596.7,C5
2022-03-01 00:00:00,216.0,3847.089659500996,360.0,6439.268143563002,4235.3799456,HighSchoolOrCollege,1014.55,C4
2022-03-01 00:00:00,217.0,1456.9923731632705,600.0,3176.3886902886256,1728.5566159999998,HighSchoolOrCollege,940.61,C3
2022-03-01 00:00:00,218.0,881.8375676372382,600.0,1738.3230620395295,1600.0,HighSchoolOrCollege,415.89,C3
2022-03-01 00:00:00,219.0,2582.443208727062,600.0,7090.165094968736,2059.2336944,HighSchoolOrCollege,441.68,C1
2022-03-01 00:00:00,220.0,4116.591708899502,600.0,12643.14589483382,4587.8634784000005,Graduate,1426.84,C4
2022-03-01 00:00:00,221.0,2229.6232259451376,600.0,6178.928262324513,2590.97316,HighSchoolOrCollege,422.08,C1
2022-03-01 00:00:00,222.0,2407.4319273558126,480.0,3589.759751082905,2704.7239136000003,HighSchoolOrCollege,611.76,C1
2022-03-01 00:00:00,223.0,2540.239093060023,600.0,6786.940666240815,2683.5775968000003,Bachelors,472.77,C1
2022-03-01 00:00:00,224.0,2969.8869694368145,360.0,4489.059693827898,2779.8219728,Low,441.68,C1
2022-03-01 00:00:00,225.0,3902.580216853203,360.0,6520.736323515774,4211.8114496,HighSchoolOrCollege,441.68,C4
2022-03-01 00:00:00,226.0,3970.626373802241,600.0,12557.135593325964,4456.0459504,Bachelors,839.46,C4
2022-03-01 00:00:00,227.0,2513.410400262584,480.0,3714.951164357273,2701.3452640000005,HighSchoolOrCollege,702.29,C1
2022-03-01 00:00:00,228.0,5543.197792086943,360.0,10054.679830405465,7209.278352,Bachelors,422.08,C5
