month,participantId,apartmentId,jobId,monthlyAvgBalance,monthlyFoodBudget,monthlyExtraBudget,Cluster
2022-03-01 00:00:00,41.0,245.0,54.0,1048.7413893278099,600.0,2098.7138674977155,C3
2022-03-01 00:00:00,42.0,1471.0,723.0,3365.330435559134,360.0,6048.754533641588,C4
2022-03-01 00:00:00,43.0,934.0,1019.0,7236.253644656376,360.0,13691.10665542521,C2
2022-03-01 00:00:00,44.0,,850.0,2132.6328062376338,600.0,0.0,
2022-03-01 00:00:00,45.0,955.0,286.0,9904.55903240454,360.0,18270.05087553337,C2
2022-03-01 00:00:00,46.0,985.0,1228.0,3082.562895748393,360.0,5663.271499607936,C4
2022-03-01 00:00:00,47.0,58.0,222.0,3091.131554485182,480.0,5315.004072497798,C4
2022-03-01 00:00:00,48.0,115.0,66.0,3034.1701324244373,480.0,5079.638132143245,C4
2022-03-01 00:00:00,49.0,1247.0,1024.0,8898.272357291853,360.0,17133.358828275308,C2
2022-03-01 00:00:00,50.0,279.0,112.0,2699.5721714122647,480.0,4805.486380919159,C4
2022-03-01 00:00:00,51.0,90.0,24.0,7952.773703103361,480.0,15288.431092297991,C2
2022-03-01 00:00:00,52.0,336.0,192.0,870.0256050950725,600.0,2003.3125651908813,C3
2022-03-01 00:00:00,53.0,1599.0,1211.0,2833.3751148912665,360.0,4657.901480575544,C1
2022-03-01 00:00:00,54.0,196.0,71.0,3918.9044148059565,600.0,13707.41933812619,C5
2022-03-01 00:00:00,55.0,92.0,38.0,1323.192158144828,600.0,2646.061095021821,C3
2022-03-01 00:00:00,56.0,44.0,128.0,1880.4448188204435,600.0,4864.082372305736,C3
2022-03-01 00:00:00,57.0,16.0,76.0,6839.0540371649395,480.0,12929.664308402129,C2
2022-03-01 00:00:00,58.0,682.0,549.0,8930.249464946044,360.0,15023.901698317519,C2
2022-03-01 00:00:00,59.0,1165.0,581.0,7186.735599358126,360.0,11161.682850841153,C2
2022-03-01 00:00:00,60.0,266.0,305.0,2706.2096348007585,480.0,4650.742456472185,C4
2022-03-01 00:00:00,61.0,22.0,214.0,2999.178095817377,480.0,4969.976497448857,C4
2022-03-01 00:00:00,62.0,352.0,202.0,4600.589166991453,480.0,8374.830282475486,C5
2022-03-01 00:00:00,63.0,17.0,115.0,2885.356154954718,480.0,4815.967652352807,C4
2022-03-01 00:00:00,64.0,320.0,273.0,2641.56227288156,480.0,4441.05121420854,C1
2022-03-01 00:00:00,65.0,365.0,359.0,2859.76547675285,480.0,4711.710469074004,C4
2022-03-01 00:00:00,66.0,190.0,267.0,3082.2453411237834,600.0,10089.889840603531,C4
2022-03-01 00:00:00,67.0,33.0,82.0,2977.9273653008313,480.0,4776.474636198847,C4
2022-03-01 00:00:00,68.0,109.0,161.0,2569.0177851955395,480.0,4217.780120905967,C1
2022-03-01 00:00:00,69.0,192.0,347.0,1940.563454034516,600.0,5904.074777160578,C1
2022-03-01 00:00:00,70.0,74.0,132.0,1195.7304380592168,600.0,2820.441441447407,C3
2022-03-01 00:00:00,71.0,322.0,138.0,1234.8174666399968,600.0,2772.648210905707,C3
2022-03-01 00:00:00,72.0,1269.0,385.0,6403.202613740492,360.0,10490.05152581052,C2
2022-03-01 00:00:00,73.0,73.0,50.0,4671.36403714861,480.0,8098.217597146225,C5
2022-03-01 00:00:00,74.0,1085.0,258.0,967.1025625670735,600.0,1759.232973161526,C3
2022-03-01 00:00:00,75.0,325.0,125.0,973.9987670738304,600.0,2348.7514880697063,C3
2022-03-01 00:00:00,76.0,76.0,252.0,2522.202622331034,480.0,4268.674037094024,C1
2022-03-01 00:00:00,77.0,134.0,269.0,2588.558976365807,480.0,4110.431796904551,C1
2022-03-01 00:00:00,78.0,641.0,466.0,9089.550164551521,360.0,14239.911187980386,C2
2022-03-01 00:00:00,79.0,764.0,454.0,3724.038028976725,360.0,6332.386411619329,C4
2022-03-01 00:00:00,80.0,28.0,358.0,2453.8131729368465,480.0,4101.579960316411,C1
2022-03-01 00:00:00,81.0,257.0,323.0,3210.538097210485,600.0,10191.335964023487,C4
2022-03-01 00:00:00,82.0,202.0,207.0,3858.6834809828756,600.0,12282.803686815723,C4
2022-03-01 00:00:00,83.0,910.0,1033.0,3203.8108112185796,360.0,3754.802917449773,C4
2022-03-01 00:00:00,84.0,298.0,69.0,2709.429656880776,480.0,4307.807494970404,C1
2022-03-01 00:00:00,85.0,349.0,166.0,2478.891198343771,480.0,3973.5778136219546,C1
2022-03-01 00:00:00,86.0,288.0,357.0,2735.0040265726384,480.0,4282.817979088575,C1
2022-03-01 00:00:00,87.0,905.0,5.0,1260.929777335284,600.0,2800.564522880111,C3
2022-03-01 00:00:00,88.0,1163.0,122.0,1395.6976773603226,600.0,2824.3120795759633,C3
2022-03-01 00:00:00,89.0,577.0,760.0,3342.8022255506653,360.0,5064.160607655481,C4
2022-03-01 00:00:00,90.0,771.0,630.0,3463.0952834408454,360.0,3895.7051709795796,C4
2022-03-01 00:00:00,91.0,1050.0,104.0,1174.365633972008,600.0,2385.569715898763,C3
2022-03-01 00:00:00,92.0,106.0,25.0,2417.9367515799986,480.0,3855.190577919804,C1
2022-03-01 00:00:00,93.0,187.0,339.0,2326.457699415278,480.0,3614.929530803856,C1
2022-03-01 00:00:00,94.0,367.0,28.0,4507.026275246654,480.0,7907.2415529441405,C5
2022-03-01 00:00:00,95.0,121.0,191.0,1890.4173418566759,480.0,3030.932409832483,C1
2022-03-01 00:00:00,96.0,122.0,30.0,2399.741260469963,480.0,3728.2903745387657,C1
2022-03-01 00:00:00,97.0,2.0,354.0,3605.6263956672815,600.0,11224.248558484614,C4
2022-03-01 00:00:00,98.0,229.0,6.0,2424.6919293804813,480.0,3726.878781252238,C1
2022-03-01 00:00:00,99.0,93.0,298.0,3890.1733355680067,480.0,6851.033136659177,C4
2022-03-01 00:00:00,100.0,1503.0,402.0,2481.9799923335145,360.0,3552.825197567021,C1
2022-03-01 00:00:00,101.0,1591.0,420.0,3563.1833332325477,360.0,6205.590429976248,C4
2022-03-01 00:00:00,102.0,909.0,1256.0,6662.613078432877,360.0,8617.277402400616,C2
2022-03-01 00:00:00,103.0,938.0,1321.0,6788.738279149301,360.0,12406.54160362834,C2
2022-03-01 00:00:00,104.0,1053.0,97.0,1726.672649197656,600.0,3944.131380283636,C3
2022-03-01 00:00:00,105.0,154.0,334.0,1564.8810044320542,600.0,4045.322599760814,C3
2022-03-01 00:00:00,106.0,306.0,336.0,2760.6904724346523,600.0,9291.990952385046,C4
2022-03-01 00:00:00,107.0,206.0,226.0,2289.535843430606,480.0,3574.3172613173183,C1
2022-03-01 00:00:00,108.0,1195.0,784.0,3110.938849127771,360.0,4929.763003764741,C4
2022-03-01 00:00:00,109.0,649.0,1141.0,3164.05022990679,360.0,5583.538386493113,C4
2022-03-01 00:00:00,110.0,679.0,1035.0,3135.7834416724313,360.0,4520.41992809335,C4
2022-03-01 00:00:00,111.0,1057.0,63.0,888.8643396562549,600.0,1688.4179404614222,C3
2022-03-01 00:00:00,112.0,26.0,265.0,7049.526544007157,480.0,12648.741913093643,C2
2022-03-01 00:00:00,113.0,64.0,344.0,3702.774269689376,600.0,11703.3860861397,C4
2022-03-01 00:00:00,114.0,148.0,158.0,6242.0280089268945,480.0,11083.816388935827,C5
2022-03-01 00:00:00,115.0,191.0,78.0,2131.124402104105,480.0,3286.5472460489045,C1
2022-03-01 00:00:00,116.0,723.0,960.0,8564.530860928342,360.0,15917.30138537328,C2
2022-03-01 00:00:00,117.0,1034.0,332.0,2463.543276169583,600.0,8709.750588951856,C4
2022-03-01 00:00:00,118.0,794.0,1174.0,6333.1375576396385,360.0,11842.59256967246,C5
2022-03-01 00:00:00,119.0,368.0,248.0,6575.592420503096,480.0,11225.806805464774,C5
2022-03-01 00:00:00,120.0,307.0,16.0,1238.3551277403617,600.0,3408.598829806949,C3
2022-03-01 00:00:00,121.0,31.0,4.0,2554.6530920035684,480.0,3850.2082682586156,C1
2022-03-01 00:00:00,122.0,569.0,1052.0,3188.0958313261185,360.0,5603.753580234392,C4
2022-03-01 00:00:00,123.0,1690.0,650.0,3188.497520908837,360.0,4934.687257666312,C4
2022-03-01 00:00:00,124.0,1733.0,461.0,8301.85853416618,360.0,15445.682658005204,C2
2022-03-01 00:00:00,125.0,1231.0,553.0,6633.022930582576,360.0,12802.494544200657,C2
2022-03-01 00:00:00,126.0,1158.0,239.0,1184.0756635234793,600.0,2387.623448735847,C3
2022-03-01 00:00:00,127.0,,1293.0,2542.359858887779,600.0,0.0,
2022-03-01 00:00:00,128.0,281.0,141.0,2769.2657906858585,600.0,8312.034585724032,C1
2022-03-01 00:00:00,129.0,39.0,356.0,1895.5916943643952,480.0,2817.862426209599,C1
2022-03-01 00:00:00,130.0,54.0,282.0,1850.060117662762,480.0,2900.625440392225,C1
2022-03-01 00:00:00,131.0,323.0,328.0,1705.6023034080704,600.0,4172.958180897146,C3
2022-03-01 00:00:00,132.0,168.0,285.0,5907.773977158109,480.0,10245.678814480802,C5
2022-03-01 00:00:00,133.0,297.0,224.0,1876.984559056151,480.0,2965.851132314833,C1
2022-03-01 00:00:00,134.0,965.0,616.0,3149.6425768699437,360.0,3792.9273195137994,C4
2022-03-01 00:00:00,135.0,62.0,292.0,1247.2519388431117,600.0,3552.742946722861,C3
2022-03-01 00:00:00,136.0,312.0,320.0,6303.999427743324,480.0,10530.927761733134,C5
2022-03-01 00:00:00,137.0,914.0,22.0,1231.550954006439,600.0,2863.991122185085,C3
2022-03-01 00:00:00,138.0,209.0,140.0,1416.5807208799877,600.0,4068.1076142685006,C3
2022-03-01 00:00:00,139.0,20.0,81.0,1727.0345042517301,600.0,4731.56312583398,C1
2022-03-01 00:00:00,140.0,1036.0,839.0,6346.810414408529,360.0,9058.322054456123,C5
2022-03-01 00:00:00,141.0,1167.0,968.0,3114.7044400333816,600.0,7529.192521381919,C1
2022-03-01 00:00:00,142.0,,1293.0,2634.5945838745088,600.0,0.0,
2022-03-01 00:00:00,143.0,1073.0,702.0,3131.006499857482,360.0,5380.192849323942,C4
2022-03-01 00:00:00,144.0,52.0,48.0,2085.9644791843716,480.0,3032.1338633086225,C1
2022-03-01 00:00:00,145.0,906.0,146.0,946.074232427905,600.0,1910.7237798976146,C3
2022-03-01 00:00:00,146.0,185.0,247.0,1676.5692579886954,480.0,2551.2201574877026,C1
2022-03-01 00:00:00,147.0,289.0,225.0,1806.759889552967,480.0,2736.921542136369,C1
2022-03-01 00:00:00,148.0,1076.0,824.0,5868.995441023763,360.0,8088.374710773972,C5
2022-03-01 00:00:00,149.0,924.0,72.0,1667.0446549944259,600.0,3273.6793468395704,C3
2022-03-01 00:00:00,150.0,1129.0,434.0,5998.49172870964,360.0,6587.779590640739,C5
2022-03-01 00:00:00,151.0,1157.0,26.0,2209.5138546768267,360.0,3343.627612742974,C1
2022-03-01 00:00:00,152.0,14.0,217.0,1895.852083577921,480.0,2828.3719420095294,C1
2022-03-01 00:00:00,153.0,152.0,119.0,1257.7943257929553,600.0,3109.4334506372124,C3
2022-03-01 00:00:00,154.0,,1127.0,2385.6536023925732,600.0,0.0,
2022-03-01 00:00:00,155.0,1180.0,697.0,7155.064758722097,360.0,13519.654916276602,C2
2022-03-01 00:00:00,156.0,184.0,203.0,1953.2229452067777,480.0,2833.4096321362763,C1
2022-03-01 00:00:00,157.0,704.0,503.0,7948.32017019899,360.0,12205.147958289022,C2
2022-03-01 00:00:00,158.0,1.0,256.0,5627.021622149895,480.0,9229.066135249732,C5
2022-03-01 00:00:00,159.0,712.0,658.0,3104.386163373307,360.0,3834.4317983205938,C4
2022-03-01 00:00:00,160.0,991.0,1303.0,5449.556504101211,360.0,10156.063849284325,C5
2022-03-01 00:00:00,161.0,,1292.0,2492.9328615433305,600.0,0.0,
2022-03-01 00:00:00,162.0,193.0,133.0,980.1338978564909,600.0,2358.5241651340248,C3
2022-03-01 00:00:00,163.0,992.0,576.0,2694.1390446344776,360.0,4848.995777504697,C4
2022-03-01 00:00:00,164.0,263.0,18.0,3089.409309837917,600.0,8316.266799561934,C1
2022-03-01 00:00:00,165.0,147.0,322.0,3885.898104232159,600.0,12132.231775683476,C4
2022-03-01 00:00:00,166.0,171.0,7.0,1808.624753223235,480.0,2686.73458931522,C1
2022-03-01 00:00:00,167.0,137.0,83.0,906.7648009488065,600.0,2303.8167045388163,C3
2022-03-01 00:00:00,168.0,308.0,345.0,5734.303219778504,480.0,9275.453840104354,C5
2022-03-01 00:00:00,169.0,153.0,100.0,2374.408497230903,480.0,3668.032416964245,C1
2022-03-01 00:00:00,170.0,967.0,611.0,5998.24038931596,360.0,10941.908600238598,C5
2022-03-01 00:00:00,171.0,1069.0,1138.0,2853.748954549353,360.0,4545.677335695646,C1
2022-03-01 00:00:00,172.0,213.0,190.0,4864.2938969647785,480.0,8085.958081280677,C4
2022-03-01 00:00:00,173.0,180.0,193.0,5042.186685019903,600.0,15716.904496737807,C4
2022-03-01 00:00:00,174.0,203.0,151.0,2161.8573945046137,600.0,4945.209698112989,C3
2022-03-01 00:00:00,175.0,272.0,232.0,2827.873344353027,480.0,4201.869283028789,C1
2022-03-01 00:00:00,176.0,12.0,353.0,2973.6980695117063,600.0,8341.22314162917,C1
2022-03-01 00:00:00,177.0,189.0,156.0,2636.621970382688,480.0,3971.003167232023,C1
2022-03-01 00:00:00,178.0,30.0,12.0,3885.6764557023635,600.0,11618.738661298245,C4
2022-03-01 00:00:00,179.0,280.0,300.0,1917.7590713022273,600.0,4270.878000907683,C3
2022-03-01 00:00:00,180.0,180.0,251.0,2665.85792080067,360.0,3989.5645007170606,C1
2022-03-01 00:00:00,181.0,126.0,314.0,1743.1273973786683,600.0,3995.105552919944,C3
2022-03-01 00:00:00,182.0,151.0,108.0,1513.8542693898064,600.0,3542.4949511672653,C3
2022-03-01 00:00:00,183.0,30.0,1217.0,7283.840630321719,360.0,13628.639361505131,C2
2022-03-01 00:00:00,184.0,186.0,201.0,1577.6098795239825,600.0,3725.9497364337026,C3
2022-03-01 00:00:00,185.0,30.0,1296.0,4047.884789415379,360.0,6768.433295358779,C4
2022-03-01 00:00:00,186.0,135.0,9.0,3944.701148186294,600.0,12205.8767369091,C4
2022-03-01 00:00:00,187.0,135.0,493.0,3005.2960889045885,360.0,4555.591386807341,C1
2022-03-01 00:00:00,188.0,378.0,169.0,4845.038075148458,600.0,16861.41552267257,C5
2022-03-01 00:00:00,189.0,378.0,836.0,7572.914642817301,360.0,13678.538059559964,C2
2022-03-01 00:00:00,190.0,161.0,79.0,4532.0634663261,480.0,7916.490972548384,C4
2022-03-01 00:00:00,191.0,177.0,253.0,2749.578803132538,480.0,4119.306610108812,C1
2022-03-01 00:00:00,192.0,378.0,470.0,4047.8437583430587,360.0,6858.140496430593,C4
2022-03-01 00:00:00,193.0,299.0,205.0,3891.5052096248264,600.0,13280.56512486933,C4
2022-03-01 00:00:00,194.0,378.0,1007.0,6559.876446559331,360.0,11741.78927274212,C5
2022-03-01 00:00:00,195.0,299.0,1261.0,8492.279654332244,360.0,14642.587920118902,C2
2022-03-01 00:00:00,196.0,216.0,351.0,1997.7178541505762,480.0,2917.0397013716142,C3
2022-03-01 00:00:00,197.0,286.0,152.0,1360.7161335549142,600.0,3562.014511548095,C3
2022-03-01 00:00:00,198.0,299.0,1017.0,5860.0976145753775,360.0,10734.152547265963,C5
2022-03-01 00:00:00,199.0,296.0,220.0,2433.2685475723583,480.0,3699.6983017763982,C1
2022-03-01 00:00:00,200.0,299.0,1147.0,8274.785152080334,360.0,14234.628486880138,C2
2022-03-01 00:00:00,201.0,135.0,925.0,3783.597477373972,360.0,6407.3948808793975,C4
2022-03-01 00:00:00,202.0,362.0,91.0,1723.7089537993086,600.0,4532.0907164536575,C3
2022-03-01 00:00:00,203.0,230.0,266.0,1512.828941407302,600.0,3876.9558150362136,C3
2022-03-01 00:00:00,204.0,135.0,833.0,2871.9075189796476,360.0,4257.196750123514,C1
2022-03-01 00:00:00,205.0,1191.0,1299.0,3608.2281095698263,360.0,3679.9459541547258,C4
2022-03-01 00:00:00,206.0,84.0,47.0,2339.457321172046,480.0,3540.43480279176,C1
2022-03-01 00:00:00,207.0,252.0,277.0,4028.503686936312,600.0,12832.714274475502,C4
2022-03-01 00:00:00,208.0,59.0,52.0,2515.8391481897997,480.0,3704.189863905723,C1
2022-03-01 00:00:00,209.0,252.0,741.0,4224.351200074629,360.0,6949.761351677997,C4
2022-03-01 00:00:00,210.0,233.0,262.0,1220.973285835214,600.0,2670.6312759055418,C3
2022-03-01 00:00:00,211.0,252.0,1082.0,6085.848967547364,360.0,10777.878440664781,C5
2022-03-01 00:00:00,212.0,9.0,241.0,1410.6051724476022,600.0,3026.886912442129,C3
2022-03-01 00:00:00,213.0,356.0,84.0,3325.1122448027795,600.0,9973.403954921176,C1
2022-03-01 00:00:00,214.0,356.0,489.0,4139.217676172409,360.0,6732.465647817384,C4
2022-03-01 00:00:00,215.0,356.0,853.0,6249.552819081991,360.0,11032.766759869877,C5
2022-03-01 00:00:00,216.0,252.0,964.0,3847.089659500996,360.0,6439.268143563002,C4
2022-03-01 00:00:00,217.0,80.0,60.0,1456.9923731632703,600.0,3176.3886902886256,C3
2022-03-01 00:00:00,218.0,953.0,352.0,881.8375676372382,600.0,1738.3230620395295,C3
2022-03-01 00:00:00,219.0,174.0,153.0,2582.443208727062,600.0,7090.165094968736,C1
2022-03-01 00:00:00,220.0,181.0,99.0,4116.591708899502,600.0,12643.145894833819,C4
2022-03-01 00:00:00,221.0,376.0,325.0,2229.6232259451376,600.0,6178.928262324513,C1
2022-03-01 00:00:00,222.0,127.0,250.0,2407.4319273558126,480.0,3589.759751082905,C1
2022-03-01 00:00:00,223.0,346.0,13.0,2540.239093060023,600.0,6786.940666240815,C1
2022-03-01 00:00:00,224.0,174.0,373.0,2969.8869694368145,360.0,4489.059693827898,C1
2022-03-01 00:00:00,225.0,174.0,709.0,3902.580216853203,360.0,6520.736323515774,C4
2022-03-01 00:00:00,226.0,107.0,255.0,3970.626373802241,600.0,12557.135593325964,C4
2022-03-01 00:00:00,227.0,72.0,293.0,2513.410400262584,480.0,3714.951164357273,C1
2022-03-01 00:00:00,228.0,376.0,1254.0,5543.197792086943,360.0,10054.679830405465,C5
2022-03-01 00:00:00,229.0,75.0,98.0,4287.682639894877,600.0,14025.010960110569,C4
2022-03-01 00:00:00,230.0,107.0,1179.0,5547.384806552097,360.0,9996.38258111072,C5
2022-03-01 00:00:00,231.0,100.0,260.0,1410.5854095636303,600.0,3127.6318778461255,C3
2022-03-01 00:00:00,232.0,235.0,73.0,1734.7551243281662,600.0,3886.7312186596823,C3
2022-03-01 00:00:00,233.0,75.0,998.0,7886.1319220579035,360.0,13725.404708868828,C2
2022-03-01 00:00:00,234.0,214.0,155.0,4844.576597814817,480.0,7920.942654703128,C4
2022-03-01 00:00:00,235.0,159.0,288.0,4089.3826207060956,600.0,12104.515239278875,C4
2022-03-01 00:00:00,236.0,159.0,1155.0,2504.942347806955,360.0,3819.0992913054406,C1
2022-03-01 00:00:00,237.0,159.0,626.0,7805.33880752816,360.0,13492.498381227198,C2
2022-03-01 00:00:00,238.0,75.0,1184.0,2597.262111992237,360.0,3893.549256859156,C1
2022-03-01 00:00:00,239.0,83.0,185.0,1204.734310998132,600.0,2533.238070123898,C3
2022-03-01 00:00:00,240.0,125.0,243.0,4462.170340014839,480.0,7469.961247780241,C4
2022-03-01 00:00:00,241.0,75.0,1139.0,3527.323448271605,360.0,5961.195280352721,C4
2022-03-01 00:00:00,242.0,1264.0,361.0,6995.455866112203,360.0,12595.8403923055,C5
2022-03-01 00:00:00,243.0,327.0,145.0,1577.766641274704,600.0,3725.4138633347093,C3
2022-03-01 00:00:00,244.0,69.0,90.0,1880.1115632537726,600.0,5122.085759108609,C3
2022-03-01 00:00:00,245.0,261.0,62.0,4707.281035974832,600.0,14848.680682571185,C4
2022-03-01 00:00:00,246.0,55.0,312.0,1321.937182714885,600.0,2892.5639460518382,C3
2022-03-01 00:00:00,247.0,195.0,88.0,1162.1916073931427,600.0,2568.344732964968,C3
2022-03-01 00:00:00,248.0,261.0,556.0,6268.073940532749,360.0,10860.383920873232,C5
2022-03-01 00:00:00,249.0,231.0,142.0,3930.4629727807974,600.0,10935.388643360375,C1
2022-03-01 00:00:00,250.0,331.0,129.0,2354.4097481328854,480.0,3467.4216688847887,C1
2022-03-01 00:00:00,251.0,5.0,340.0,2429.7610089025443,480.0,3558.4890432328707,C1
2022-03-01 00:00:00,252.0,702.0,363.0,2844.5536143162267,480.0,4737.097528357481,C4
2022-03-01 00:00:00,253.0,550.0,612.0,5908.341735030364,480.0,10801.762922267531,C5
2022-03-01 00:00:00,254.0,1026.0,940.0,4439.6703226653335,360.0,8142.390836771854,C5
2022-03-01 00:00:00,255.0,824.0,660.0,1086.931916860996,600.0,1985.6191659780163,C3
2022-03-01 00:00:00,256.0,,1220.0,2104.507993544769,600.0,0.0,
2022-03-01 00:00:00,257.0,600.0,595.0,2699.502045173551,480.0,4347.81682759857,C1
2022-03-01 00:00:00,258.0,797.0,491.0,1116.474767596765,600.0,2318.9405870677615,C3
2022-03-01 00:00:00,259.0,1141.0,1034.0,2955.323586754029,360.0,4012.207988426644,C4
2022-03-01 00:00:00,260.0,645.0,542.0,6009.104903420542,480.0,10354.057877392772,C5
2022-03-01 00:00:00,261.0,711.0,693.0,2352.9781604350037,480.0,3790.501457834807,C1
2022-03-01 00:00:00,262.0,,1325.0,2358.2753938275628,600.0,0.0,
2022-03-01 00:00:00,263.0,1390.0,914.0,2996.292901270033,360.0,4386.81507597084,C4
2022-03-01 00:00:00,264.0,1563.0,787.0,2897.615249741262,360.0,4629.48490807982,C4
2022-03-01 00:00:00,265.0,1644.0,1282.0,5484.322467370284,360.0,9512.9749473894,C5
2022-03-01 00:00:00,266.0,463.0,654.0,2885.9354468446795,600.0,8863.10437314811,C1
2022-03-01 00:00:00,267.0,,1293.0,2253.1979370675963,600.0,0.0,
2022-03-01 00:00:00,268.0,1664.0,748.0,3215.5491696109325,360.0,5208.804762150522,C4
2022-03-01 00:00:00,269.0,719.0,560.0,2609.4211219158337,480.0,4175.606095226549,C1
2022-03-01 00:00:00,270.0,1618.0,881.0,2472.96948801895,360.0,3211.7256042961976,C1
2022-03-01 00:00:00,271.0,736.0,543.0,2542.4205637988925,480.0,4048.3300676279546,C1
2022-03-01 00:00:00,272.0,1031.0,409.0,875.158596935909,600.0,2015.666199444617,C3
2022-03-01 00:00:00,273.0,816.0,587.0,919.142087473396,600.0,1773.9876516726854,C3
2022-03-01 00:00:00,274.0,741.0,644.0,1587.8017187537268,600.0,4001.121771761848,C3
2022-03-01 00:00:00,275.0,1153.0,1233.0,3052.6049075069764,360.0,4839.880102944932,C4
2022-03-01 00:00:00,276.0,1438.0,1163.0,4878.182655702137,360.0,7607.634197065937,C5
2022-03-01 00:00:00,277.0,517.0,575.0,1050.7588903006629,600.0,2402.978352129909,C3
2022-03-01 00:00:00,278.0,1589.0,443.0,4624.52037551887,360.0,8200.511955390599,C5
2022-03-01 00:00:00,279.0,,1293.0,2063.831697020023,600.0,0.0,
2022-03-01 00:00:00,280.0,1090.0,885.0,4497.8162600912365,360.0,8115.549602581475,C5
2022-03-01 00:00:00,281.0,754.0,398.0,2186.9924803812646,480.0,3602.9123686181447,C1
2022-03-01 00:00:00,282.0,1244.0,1049.0,2796.3393075655877,360.0,3167.6971112196725,C1
2022-03-01 00:00:00,283.0,757.0,483.0,3429.9124273189573,600.0,10834.19128102242,C4
2022-03-01 00:00:00,284.0,1110.0,394.0,1048.1749043895707,600.0,1971.6022765906735,C3
