month,participantId,apartmentId,jobId,monthlyAvgBalance,monthlyFoodBudget,monthlyExtraBudget
2022-03-01,190,161,79,4532.06346632611,480.0,7916.490972548374
2022-03-01,191,177,253,2749.5788031325055,480.0,4119.306610108835
2022-03-01,192,378,470,4047.843758343101,360.0,6858.140496430568
2022-03-01,193,299,205,3891.505209624866,600.0,13280.5651248694
2022-03-01,194,378,1007,6559.876446559396,360.0,11741.789272742137
2022-03-01,195,299,1261,8492.27965433224,360.0,14642.587920119022
2022-03-01,196,216,351,1997.7178541505912,480.0,2917.039701371626
2022-03-01,197,286,152,1360.716133554918,600.0,3562.0145115481
2022-03-01,198,299,1017,5860.097614575377,360.0,10734.152547266087
2022-03-01,199,296,220,2433.2685475723597,480.0,3699.698301776423
2022-03-01,200,299,1147,8274.785152080285,360.0,14234.628486880116
2022-03-01,201,135,925,3783.5974773739413,360.0,6407.394880879364
2022-03-01,202,362,91,1723.7089537992874,600.0,4532.090716453647
2022-03-01,203,230,266,1512.8289414072958,600.0,3876.95581503619
2022-03-01,204,135,833,2871.9075189796336,360.0,4257.196750123525
2022-03-01,205,1191,1299,3608.2281095698468,360.0,3679.9459541547653
2022-03-01,206,84,47,2339.457321172043,480.0,3540.434802791782
2022-03-01,207,252,277,4028.5036869362216,600.0,12832.71427447557
2022-03-01,208,59,52,2515.839148189814,480.0,3704.189863905733
2022-03-01,209,252,741,4224.351200074558,360.0,6949.761351677997
2022-03-01,210,233,262,1220.9732858352118,600.0,2670.6312759055395
2022-03-01,211,252,1082,6085.848967547381,360.0,10777.878440664796
2022-03-01,212,9,241,1410.6051724475888,600.0,3026.8869124421385
2022-03-01,213,356,84,3325.1122448027672,600.0,9973.403954921087
2022-03-01,214,356,489,4139.2176761724195,360.0,6732.465647817304
2022-03-01,215,356,853,6249.552819081973,360.0,11032.766759869857
2022-03-01,216,252,964,3847.089659500992,360.0,6439.268143563008
2022-03-01,217,80,60,1456.9923731632625,600.0,3176.3886902886147
2022-03-01,218,953,352,881.837567637247,600.0,1738.323062039538
2022-03-01,219,174,153,2582.4432087270843,600.0,7090.165094968762
2022-03-01,220,181,99,4116.591708899478,600.0,12643.1458948338
2022-03-01,221,376,325,2229.6232259451444,600.0,6178.928262324478
2022-03-01,222,127,250,2407.431927355795,480.0,3589.759751082948
2022-03-01,223,346,13,2540.239093060046,600.0,6786.940666240848
2022-03-01,224,174,373,2969.8869694367763,360.0,4489.059693827874
2022-03-01,225,174,709,3902.580216853194,360.0,6520.736323515853
2022-03-01,226,107,255,3970.6263738022026,600.0,12557.135593325918
2022-03-01,227,72,293,2513.4104002626,480.0,3714.95116435723
2022-03-01,228,376,1254,5543.197792086909,360.0,10054.6798304054
2022-03-01,229,75,98,4287.682639894883,600.0,14025.010960110498
2022-03-01,230,107,1179,5547.38480655213,360.0,9996.382581110658
2022-03-01,231,100,260,1410.5854095636305,600.0,3127.6318778461564
2022-03-01,232,235,73,1734.75512432817,600.0,3886.731218659696
2022-03-01,233,75,998,7886.131922057941,360.0,13725.404708868971
2022-03-01,234,214,155,4844.576597814804,480.0,7920.942654703019
2022-03-01,235,159,288,4089.382620706075,600.0,12104.515239278833
2022-03-01,236,159,1155,2504.9423478069143,360.0,3819.099291305489
2022-03-01,237,159,626,7805.33880752821,360.0,13492.498381227282
2022-03-01,238,75,1184,2597.2621119922346,360.0,3893.5492568591517
2022-03-01,239,83,185,1204.734310998135,600.0,2533.238070123893
2022-03-01,240,125,243,4462.170340014865,480.0,7469.961247780199
2022-03-01,241,75,1139,3527.3234482715584,360.0,5961.195280352699
2022-03-01,242,1264,361,6995.455866112189,360.0,12595.840392305548
2022-03-01,243,327,145,1577.7666412747053,600.0,3725.4138633347143
2022-03-01,244,69,90,1880.1115632537603,600.0,5122.085759108608
2022-03-01,245,261,62,4707.281035974811,600.0,14848.680682571252
2022-03-01,246,55,312,1321.9371827148782,600.0,2892.5639460518532
2022-03-01,247,195,88,1162.191607393139,600.0,2568.3447329649866
2022-03-01,248,261,556,6268.073940532757,360.0,10860.383920873324
2022-03-01,249,231,142,3930.4629727807637,600.0,10935.388643360335
2022-03-01,250,331,129,2354.409748132899,480.0,3467.4216688848296
2022-03-01,251,5,340,2429.761008902527,480.0,3558.489043232871
2022-03-01,252,702,363,2844.5536143162303,480.0,4737.097528357489
2022-03-01,253,550,612,5908.34173503036,480.0,10801.762922267619
2022-03-01,254,1026,940,4439.6703226653135,360.0,8142.390836771854
2022-03-01,255,824,660,1086.9319168609954,600.0,1985.6191659779793
2022-03-01,256,,1220,2104.507993544769,600.0,0.0
2022-03-01,257,600,595,2699.5020451735522,480.0,4347.81682759855
2022-03-01,258,797,491,1116.474767596762,600.0,2318.9405870677497
2022-03-01,259,1141,1034,2955.323586754025,360.0,4012.20798842665
2022-03-01,260,645,542,6009.10490342054,480.0,10354.057877392805
2022-03-01,261,711,693,2352.9781604350114,480.0,3790.5014578348037
2022-03-01,262,,1325,2358.2753938275628,600.0,0.0
2022-03-01,263,1390,914,2996.292901270052,360.0,4386.815075970827
2022-03-01,264,1563,787,2897.6152497412704,360.0,4629.484908079805
2022-03-01,265,1644,1282,5484.322467370238,360.0,9512.974947389432
2022-03-01,266,463,654,2885.935446844683,600.0,8863.104373148177
2022-03-01,267,,1293,2253.1979370675963,600.0,0.0
2022-03-01,268,1664,748,3215.549169610946,360.0,5208.804762150526
2022-03-01,269,719,560,2609.42112191586,480.0,4175.606095226579
2022-03-01,270,1618,881,2472.9694880189345,360.0,3211.7256042962003
2022-03-01,271,736,543,2542.420563798878,480.0,4048.3300676279446
2022-03-01,272,1031,409,875.158596935907,600.0,2015.6661994446354
2022-03-01,273,816,587,919.142087473399,600.0,1773.9876516726868
2022-03-01,274,741,644,1587.8017187537312,600.0,4001.1217717618915
2022-03-01,275,1153,1233,3052.6049075069936,360.0,4839.880102944913
2022-03-01,276,1438,1163,4878.182655702144,360.0,7607.634197065945
2022-03-01,277,517,575,1050.7588903006556,600.0,2402.978352129912
2022-03-01,278,1589,443,4624.520375518869,360.0,8200.511955390755
2022-03-01,279,,1293,2063.831697020023,600.0,0.0
2022-03-01,280,1090,885,4497.816260091195,360.0,8115.549602581407
2022-03-01,281,754,398,2186.992480381255,480.0,3602.9123686181083
2022-03-01,282,1244,1049,2796.3393075655963,360.0,3167.6971112196716
2022-03-01,283,757,483,3429.912427318985,600.0,10834.191281022388
2022-03-01,284,1110,394,1048.174904389564,600.0,1971.6022765906841
2022-03-01,285,,1132,2282.517427515944,600.0,0.0
2022-03-01,286,496,563,2330.4924419855192,480.0,3639.887829936022
2022-03-01,287,713,485,1764.921746263281,480.0,2740.616417619845
2022-03-01,288,,1194,2289.832194344388,600.0,0.0
2022-03-01,289,510,480,3815.710056537372,600.0,12206.168990229617
2022-03-01,290,1056,1307,5837.934375324484,360.0,10710.455590697002
2022-03-01,291,717,508,1232.8922692543047,480.0,1582.0738154894495
2022-03-01,292,514,497,1998.1268347198843,600.0,4745.319833580518
2022-03-01,293,1251,1094,2676.9039617101234,360.0,4464.537425834093
2022-03-01,294,485,642,816.5729089999422,600.0,1461.550849307111
2022-03-01,295,774,471,5303.721590210818,480.0,9187.940970995203
2022-03-01,296,488,436,5587.881243388216,480.0,9336.832902109392
2022-03-01,297,1517,1014,2712.505455412368,360.0,3987.197142210551
2022-03-01,298,,1300,2367.692522625091,600.0,0.0
2022-03-01,299,544,673,2011.3176715413665,480.0,3133.4981359114554
2022-03-01,300,1643,1230,2527.4204019561103,360.0,2542.4916801847316
2022-03-01,301,,1113,2022.0805745526063,600.0,0.0
2022-03-01,302,1389,740,2742.94921846264,360.0,2662.091244740113
2022-03-01,303,694,435,5655.737046261775,480.0,9237.080259579076
2022-03-01,304,1557,1265,2542.2480222846034,360.0,3326.145363382776
2022-03-01,305,579,674,1288.3988213302202,600.0,3649.6622455059182
2022-03-01,306,1621,945,2548.612563845318,360.0,3244.9739037359905
2022-03-01,307,457,607,1824.9008915129257,600.0,3963.932361783771
2022-03-01,308,921,805,2448.1504163128193,360.0,2540.6304043323476
2022-03-01,309,946,864,2379.3723219274343,360.0,3774.2202451780577
2022-03-01,310,950,937,2236.2647762783276,360.0,3523.3529126269614
2022-03-01,311,671,423,977.0147460155545,600.0,2052.0776250188164
2022-03-01,312,971,969,2641.47773914343,360.0,2958.039110750272
2022-03-01,313,1011,908,1890.2985783587462,360.0,2626.555209589722
2022-03-01,314,655,539,2017.2122552222802,480.0,3062.913798299139
2022-03-01,315,1078,888,5540.39614903194,360.0,8945.717738894515
2022-03-01,316,1143,703,2787.671346865027,360.0,4368.484177980658
2022-03-01,317,677,682,1412.799968804808,480.0,1871.1909731679957
2022-03-01,318,733,685,1634.8423284536345,480.0,2525.0020511991133
2022-03-01,319,1185,1066,1650.4830527584963,360.0,1780.6081607347182
2022-03-01,320,826,494,3646.083798978162,480.0,6530.214126666051
2022-03-01,321,609,428,3343.7654943804637,600.0,9393.169630728278
2022-03-01,322,685,570,1497.1044353542902,480.0,2293.3004739452354
2022-03-01,323,1102,624,2899.424349502825,600.0,9204.68097181036
2022-03-01,324,1188,935,2417.4184835311075,360.0,3853.7391847618474
2022-03-01,325,729,617,1945.385459986145,480.0,2932.439733113373
2022-03-01,326,775,496,3290.7471282531005,480.0,5913.096406247759
2022-03-01,327,1278,719,2814.6439837948806,360.0,3114.903732589379
2022-03-01,328,815,405,1492.0452429898605,480.0,1923.6822029803905
2022-03-01,329,994,1077,5218.234663812701,360.0,7754.413699128351
2022-03-01,330,464,614,2823.396950564939,600.0,7016.553421762006
2022-03-01,331,823,622,4720.953989526826,480.0,7877.780197832952
2022-03-01,332,1006,1041,4606.983973023224,360.0,4879.383322131637
2022-03-01,333,1205,1097,4847.563160947001,360.0,7166.619412187246
2022-03-01,334,1489,1309,4821.755934040174,360.0,8215.546493771408
2022-03-01,335,1554,1015,5426.112652079609,360.0,7689.260993724855
2022-03-01,336,468,374,5101.008422219232,480.0,8039.89884013378
2022-03-01,337,1486,781,6418.45888668398,360.0,10764.909960626535
2022-03-01,338,491,526,728.9424525618947,600.0,1276.626963635037
2022-03-01,339,1505,721,4708.207238890118,360.0,5527.967424752408
2022-03-01,340,1566,1128,5886.337988704852,360.0,10115.858815421443
2022-03-01,341,1588,1212,2582.9177805194536,360.0,2825.6003512545226
2022-03-01,342,737,659,2108.365809858929,480.0,3199.0725868325235
2022-03-01,343,1657,1277,4366.506319856101,360.0,7463.140573852121
2022-03-01,344,1691,737,2484.911888085784,360.0,3951.1151667799936
2022-03-01,345,814,375,4136.376692824318,480.0,6855.220148444091
2022-03-01,346,,1162,1961.449371167856,600.0,0.0
2022-03-01,347,1696,1281,3912.8642472556603,360.0,6690.3223692857555
2022-03-01,348,480,521,2052.571647790955,480.0,3050.4686002223148
2022-03-01,349,675,628,1791.3736771063943,480.0,2540.5633560445444
2022-03-01,350,703,694,4843.364031014464,480.0,7637.138556584955
2022-03-01,351,1712,1056,3799.50711610385,360.0,5336.042844377831
2022-03-01,352,,1220,2340.967594529829,600.0,0.0
2022-03-01,353,776,379,1225.7587895421975,480.0,1623.4291586835548
2022-03-01,354,1725,776,1205.4858642148497,360.0,1619.7461050225625
2022-03-01,355,819,643,2644.994313937328,600.0,8705.423177344235
2022-03-01,356,,1072,2214.0754923109444,600.0,0.0
2022-03-01,357,543,520,4375.288164219241,480.0,7052.689335018653
2022-03-01,358,806,679,498.4550431668599,600.0,963.9690721545184
2022-03-01,359,594,645,842.5653797154728,600.0,1815.8369601634793
2022-03-01,360,768,455,1919.5381187823946,480.0,2697.446442749733
2022-03-01,361,1411,1268,1395.8349556336395,360.0,1811.5110485822418
2022-03-01,362,695,670,1306.5820129116203,600.0,3223.8555063918716
2022-03-01,363,481,566,4802.821728107351,480.0,7335.928204504888
2022-03-01,364,1586,931,2327.2662990893177,360.0,3733.221380997202
2022-03-01,365,652,429,1357.4189814114004,480.0,1697.106225460336
2022-03-01,366,1637,788,2623.2149769893267,360.0,4087.1698860814686
2022-03-01,367,1641,996,2603.634016810799,360.0,2802.223677847315
2022-03-01,368,1607,1185,6255.628907642136,360.0,10462.24835638078
2022-03-01,369,1617,724,2250.4892924604187,360.0,2806.8270651959447
2022-03-01,370,556,565,2241.7067593512934,600.0,7534.59472189045
2022-03-01,371,664,368,1520.7748766715486,480.0,2334.4682005457585
2022-03-01,372,1010,663,3130.1626858485542,600.0,7554.68246230468
2022-03-01,373,963,609,2816.6592988994757,600.0,7802.799410545254
2022-03-01,374,595,594,777.9263695415619,600.0,1882.1599045283274
2022-03-01,375,1415,820,2260.2861641295235,360.0,2548.726386523467
2022-03-01,376,1449,972,2132.976247107654,360.0,3378.996295785306
2022-03-01,377,1465,944,5387.372686805366,360.0,9448.656010100565
2022-03-01,378,755,478,1138.3219196501136,600.0,2696.3293591068946
2022-03-01,379,1268,1286,2709.473080175926,360.0,4123.475875715516
2022-03-01,380,,1220,2233.4099820144634,600.0,0.0
2022-03-01,381,818,538,1444.2467563597563,480.0,2147.6147681953353
2022-03-01,382,,1178,2140.2079278206365,600.0,0.0
2022-03-01,383,,1072,2392.783112148734,600.0,0.0
2022-03-01,384,,1300,2302.0600690384326,600.0,0.0
2022-03-01,385,740,578,1744.69256434468,480.0,2476.996857347079
2022-03-01,386,489,381,3229.2194100484107,480.0,5352.258187669217
2022-03-01,387,788,413,1532.6737766834979,480.0,2243.865196291959
2022-03-01,388,596,668,2317.5261043151268,600.0,6883.198890872225
2022-03-01,389,512,469,3490.298171291142,480.0,5461.682196105842
2022-03-01,390,487,453,1321.0921352153218,600.0,3407.450193647405
2022-03-01,391,947,1308,1823.7850784373757,360.0,2476.882628254056
2022-03-01,392,,1292,2507.908944395618,600.0,0.0
2022-03-01,393,511,606,596.3789837241635,600.0,1286.35097257648
2022-03-01,394,710,657,1810.5126239980773,480.0,2532.381078515475
2022-03-01,395,505,573,2069.7263236618987,600.0,5614.176517924149
2022-03-01,396,454,514,3043.46853639564,480.0,5234.457525501002
2022-03-01,397,780,541,1740.197544799241,480.0,2365.165474428324
2022-03-01,398,551,646,1451.2465081571886,600.0,4237.209713961884
2022-03-01,399,1105,793,2249.1482965286696,360.0,3514.0921575533425
2022-03-01,400,752,601,985.8594457431384,480.0,1499.4143303414126
2022-03-01,401,1132,726,2402.1132395887253,360.0,3198.1357350071826
2022-03-01,402,1200,689,1084.2297260913226,600.0,2049.9981443538545
2022-03-01,403,667,920,2451.271639892826,600.0,6129.699612517412
2022-03-01,404,1206,1010,1427.148312592177,360.0,1727.5162344315722
2022-03-01,405,541,669,1530.0726001060402,480.0,2048.0361597330757
2022-03-01,406,,1292,2257.214567466365,600.0,0.0
2022-03-01,407,,1292,2412.694271605894,600.0,0.0
2022-03-01,408,903,635,1560.2867330515737,600.0,3735.5926007179373
2022-03-01,409,547,633,3417.874471453151,480.0,5074.059749169724
2022-03-01,410,1405,958,2303.7018448477843,360.0,2471.69195080636
